file,fileVersion,date,bugID
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.31,2004.12.15.15.09.26,81148
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.20,2004.11.29.23.15.01,79668
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.19,2004.11.29.21.29.28,79666
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.18,2004.11.24.17.07.56,77272
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.18,2004.11.24.17.07.56,79163
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.9,2003.11.17.10.17.07,45112
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.7,2003.10.27.11.50.34,45518
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.6,2003.10.27.09.54.29,45436
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.6,2003.10.27.09.54.29,45518
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.6,2003.10.27.09.54.29,45198
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.5,2003.10.14.11.11.33,38091
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.37.2.1,2005.04.21.14.05.12,546493
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.37.2.2,2005.05.12.11.01.54,559521
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.37.2.4,2005.08.23.18.53.10,625531
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.42.2.1,2005.06.30.16.46.35,97220
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.42.2.2,2005.07.04.22.08.19,97220
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,1.42.2.3,2005.07.05.13.47.39,97220
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AnnotationMethodDeclaration.java,1.14,2005.07.28.16.33.23,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AnnotationMethodDeclaration.java,1.7,2004.12.01.11.50.48,79847
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AnnotationMethodDeclaration.java,1.13.2.1,2005.10.17.15.23.06,656021
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.65,2009.11.03.15.37.47,293777
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.64,2009.01.08.20.51.05,258798
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.61,2008.02.22.09.49.36,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.59,2007.07.16.17.03.03,196653
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.58,2007.04.20.23.30.36,183395
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.55,2006.12.22.16.02.08,114349
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.55,2006.12.22.16.02.08,160550
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.54,2006.11.09.21.15.04,159939
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.53,2006.10.28.04.11.27,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.52,2006.10.13.19.20.46,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.51,2006.06.09.10.17.29,144858
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.50,2005.11.18.16.46.21,61946
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.48,2005.10.10.10.29.38,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.44,2005.02.02.22.51.08,81544
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.38,2004.07.06.11.15.03,69353
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.37,2004.07.01.15.11.49,68998
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.34,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.17,2002.03.16.00.55.52,11389
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Argument.java,1.32.2.6,2004.05.23.21.38.15,63590
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.41,2008.02.22.09.49.36,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.40,2006.10.28.04.11.27,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.39,2006.10.13.19.20.46,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.34,2004.12.09.18.23.53,80597
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.31,2004.11.08.12.39.38,78049
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.27,2004.07.06.11.44.08,69170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.24,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.20,2003.02.14.11.31.06,25204
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.19,2002.11.26.21.24.00,65535
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayAllocationExpression.java,1.17,2002.10.21.11.03.52,20021021
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.54,2009.02.18.15.35.36,264843
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.49,2008.02.22.09.49.37,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.47,2007.03.27.13.37.30,179477
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.46,2006.10.28.04.11.27,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.45,2006.10.26.13.51.27,162400
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.44,2006.10.13.19.20.46,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.42,2006.03.07.09.24.02,130543
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.41,2006.01.18.18.02.55,124101
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.40,2005.12.17.13.36.23,120263
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.39,2005.11.18.16.46.21,61946
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.35,2005.08.12.16.46.33,105284
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.28,2004.11.24.17.07.56,77272
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.28,2004.11.24.17.07.56,79163
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.27,2004.11.08.12.39.38,78049
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.24,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.21,2003.05.12.14.41.40,37387
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.19,2003.01.06.14.13.22,28615
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.18,2002.11.19.14.25.26,26585
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.18,2002.11.19.14.25.26,26138
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.20.2.1,2003.05.12.14.50.05,37387
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.24.4.1,2005.04.03.08.28.20,36397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.34.2.1,2005.08.12.16.40.19,105284
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.43.4.1,2006.10.26.15.38.25,162400
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayInitializer.java,1.50.2.1,2009.03.03.15.51.05,264843
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.29,2006.12.22.16.02.08,114349
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.29,2006.12.22.16.02.08,160550
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.26,2005.09.05.10.35.58,108372
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.23,2004.07.06.11.44.08,69170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.21,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.17,2002.11.26.21.24.00,65535
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.25.4.1,2005.09.05.10.34.39,108372
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.28.4.1,2006.12.22.16.03.32,114349
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.28.4.1,2006.12.22.16.03.32,160550
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.51,2008.09.25.23.10.29,247612
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.48,2008.02.22.09.49.36,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.47,2007.03.15.14.04.15,177194
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.47,2007.03.15.14.04.15,177372
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.45,2007.02.21.18.08.13,174879
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.44,2006.10.28.04.11.27,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.43,2006.10.13.19.20.46,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.41,2006.02.27.11.29.46,127919
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.40,2006.01.24.10.50.38,110030
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.38,2005.10.10.10.29.38,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.37,2005.05.09.16.57.54,93588
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.33,2005.02.05.04.29.40,84416
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.33,2005.02.05.04.29.40,76773
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.26,2004.09.09.18.59.05,73530
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.23,2004.02.06.18.13.36,51300
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.17,2002.10.21.11.03.52,20021021
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.22.2.1,2004.02.07.16.20.01,51300
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.42.4.1,2007.03.15.17.50.57,177194
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayReference.java,1.42.4.1,2007.03.15.17.50.57,177372
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.30,2008.02.22.09.49.36,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.26,2004.11.19.18.18.33,79091
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.24,2004.07.06.11.44.08,69170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.22,2004.05.27.14.41.39,64332
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.21,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayTypeReference.java,1.17,2002.11.26.21.24.00,65535
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.62,2010.02.25.15.27.01,303810
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.61,2010.02.05.09.49.40,250056
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.58,2008.12.10.17.41.52,255008
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.58,2008.12.10.17.41.52,258039
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.57,2008.11.24.13.13.43,48399
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.56,2008.09.25.23.10.29,247612
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.53,2006.11.08.04.09.42,163600
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.50,2006.02.27.11.44.01,127244
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.49,2006.02.20.11.26.43,127244
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.48,2006.01.31.11.19.01,124853
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.47,2006.01.24.10.50.38,110030
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.46,2006.01.13.16.37.16,109980
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.44,2005.11.18.16.46.22,61946
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.43,2005.10.10.10.29.38,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.37,2004.04.12.20.40.11,57829
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.35,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.32,2003.05.12.16.13.32,37501
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.42.2.1,2006.01.31.20.52.53,124853
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.60.4.1,2010.02.05.09.51.38,250056
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.60.4.2,2010.02.25.19.43.57,303810
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.87,2009.02.18.15.35.36,264843
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.83,2008.06.23.16.23.26,235004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.83,2008.06.23.16.23.26,115814
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.81,2008.02.22.09.49.37,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.80,2007.10.18.07.33.44,200724
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.77,2007.03.02.10.46.03,175570
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.77,2007.03.02.10.46.03,175571
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.75,2007.01.09.16.16.52,167488
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.74,2006.10.28.04.11.27,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.73,2006.10.13.19.20.45,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.71,2006.03.15.15.07.04,128547
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.70,2006.02.28.13.49.25,119238
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.69,2006.02.20.14.03.05,100369
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.68,2006.01.24.10.50.37,110030
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.66,2005.11.18.16.46.22,61946
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.64,2005.10.10.10.29.38,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.59,2005.08.12.16.46.33,105284
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.56,2005.03.11.15.19.25,86902
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.54,2005.02.07.15.48.33,84480
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.54,2005.02.07.15.48.33,83615
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.53,2005.01.14.09.33.12,81721
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.53,2005.01.14.09.33.12,82590
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.48,2004.11.24.17.07.56,77272
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.48,2004.11.24.17.07.56,79163
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.47,2004.10.29.11.21.19,76359
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.45,2004.07.20.20.20.16,70398
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.44,2004.07.09.21.37.20,69713
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.43,2004.07.07.10.32.49,69359
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.42,2004.07.05.22.37.32,69288
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.41,2004.07.05.11.25.46,69141
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.39,2004.01.13.15.48.42,2004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.29,2002.12.04.11.31.51,26604
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.27,2002.11.29.16.44.36,27235
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.23,2002.11.12.00.01.16,25092
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.21,2002.10.21.11.03.53,20021021
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.37.2.10,2004.04.22.16.55.29,59641
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.39.4.1,2005.04.03.08.28.20,36397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.58.2.1,2005.08.12.16.40.19,105284
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.58.2.3,2005.10.13.10.33.35,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.58.2.3,2005.10.13.10.33.35,112268
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Assignment.java,1.82.2.1,2009.03.03.15.51.05,264843
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.103,2010.05.10.20.47.58,311849
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.102,2010.05.06.18.37.17,311849
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.101,2010.02.11.01.32.26,302446
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.100,2009.06.22.14.00.52,280079
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.100,2009.06.22.14.00.52,280063
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.99,2009.02.13.21.40.39,201912
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.98,2009.02.05.09.38.11,263633
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.97,2009.01.08.20.51.05,258798
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.96,2008.09.30.15.31.26,247953
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.95,2008.09.09.10.00.42,245257
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.93,2008.02.22.09.49.36,196200
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.92,2008.01.29.09.38.31,210521
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.91,2008.01.25.11.59.21,130778
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.90,2008.01.24.09.54.33,210524
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.89,2007.11.14.12.06.31,207411
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.87,2007.10.15.17.39.34,122885
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.86,2007.10.04.13.01.52,190970
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.84,2007.06.22.15.50.14,191908
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.83,2007.04.25.16.59.23,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.82,2007.04.12.10.37.18,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.79,2007.01.15.09.50.06,170181
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.78,2007.01.09.16.16.52,167488
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.77,2006.12.16.20.35.20,160773
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.76,2006.10.23.08.01.15,161214
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.75,2006.10.18.19.09.55,156736
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.74,2006.10.04.10.07.21,159607
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.73,2006.09.05.13.50.57,155423
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.72,2006.06.25.21.33.33,111086
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.71,2006.05.11.10.22.12,139931
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.67,2006.03.06.09.48.20,105801
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.66,2006.03.06.08.13.41,128418
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.65,2006.02.20.14.03.05,100369
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.64,2006.02.15.09.46.15,67836
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.63,2006.01.31.11.19.01,124853
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.62,2006.01.24.10.50.38,110030
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.60,2006.01.18.17.45.25,95056
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.59,2006.01.13.11.29.03,122995
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.56,2006.01.04.13.31.52,76266
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.55,2005.11.25.17.46.33,117120
