file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#ExceptionLabel.java,org.eclipse.jdt.internal.compiler.codegen.exceptionlabel,class,5,9,2,3,8,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,61,1,0,3,0,1,0,7,10,3,6,1,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#FloatCache.java,org.eclipse.jdt.internal.compiler.codegen.floatcache,class,4,14,1,3,9,7,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,95,2,2,2,0,6,4,16,14,2,7,2,0,0,0,76,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#IntegerCache.java,org.eclipse.jdt.internal.compiler.codegen.integercache,class,4,31,1,6,0,10,0,9,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,100,9,6,11,0,22,4,29,32,3,18,2,0,0,0,93,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#Label.java,org.eclipse.jdt.internal.compiler.codegen.label,class,1,3,1,0,3,3,0,3,0,0,0,1,0,0,3,1,3,0,0,0,1,0,0,12,0,0,0,0,0,0,1,3,0,3,0,0,0,0,7,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#LongCache.java,org.eclipse.jdt.internal.compiler.codegen.longcache,class,5,31,1,6,0,10,0,9,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,100,9,6,11,0,22,4,29,32,3,18,2,0,0,0,93,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#ObjectCache.java,org.eclipse.jdt.internal.compiler.codegen.objectcache,class,5,26,1,7,0,10,0,9,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,90,9,6,6,0,2,4,14,28,3,16,2,0,0,0,100,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#Opcodes.java,org.eclipse.jdt.internal.compiler.codegen.opcodes,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201,201,201,0,0,0,201,0,0,204,0,0,0,0,0,0,201,201,0,201,-1,0,0,0,158,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#StackMapFrame.java,org.eclipse.jdt.internal.compiler.codegen.stackmapframe,class,9,98,1,15,28,16,0,13,3,0,0,0,0,0,16,8,14,2,0,0,8,0,0,352,27,10,25,0,0,3,82,102,10,58,5,0,0,0,70,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#StackMapFrameCodeStream.java,org.eclipse.jdt.internal.compiler.codegen.stackmapframecodestream,class,24,92,2,47,680,40,0,34,2,4,0,0,0,0,6,0,5,1,0,0,0,0,0,441,10,7,17,0,14,0,35,47,9,41,7,0,4,0,121,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#codegen#VerificationTypeInfo.java,org.eclipse.jdt.internal.compiler.codegen.verificationtypeinfo,class,7,54,1,7,0,14,0,13,1,0,0,0,0,0,13,9,11,2,0,0,9,0,3,189,8,0,3,0,0,6,15,49,2,17,2,0,0,0,36,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#CompilationResult.java,org.eclipse.jdt.internal.compiler.compilationresult,class,23,85,1,30,151,22,0,19,3,0,0,0,0,0,24,2,21,3,0,0,2,0,0,302,22,10,12,0,7,7,49,88,9,62,4,1,0,0,154,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#Compiler.java,org.eclipse.jdt.internal.compiler.compiler,class,46,116,1,60,0,24,0,16,0,8,0,0,0,2,18,2,17,0,1,0,0,0,0,569,10,6,19,8,5,0,47,120,18,62,5,1,0,0,269,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#DefaultErrorHandlingPolicies.java,org.eclipse.jdt.internal.compiler.defaulterrorhandlingpolicies,class,2,4,1,0,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,0,4,0,0,10,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#AccessRestriction.java,org.eclipse.jdt.internal.compiler.env.accessrestriction,class,2,3,1,2,0,3,0,3,0,0,0,0,0,0,4,1,3,1,0,0,1,0,0,21,2,0,0,0,0,0,3,6,0,6,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#AccessRule.java,org.eclipse.jdt.internal.compiler.env.accessrule,class,6,13,1,6,0,7,0,7,0,0,0,0,0,0,3,1,3,0,0,0,1,0,2,50,7,0,0,0,2,5,3,5,2,5,0,0,0,0,19,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#AccessRuleSet.java,org.eclipse.jdt.internal.compiler.env.accessruleset,class,8,30,1,10,0,8,0,7,1,0,0,0,0,0,3,0,2,1,0,0,0,0,1,91,15,4,5,0,4,4,13,23,9,19,2,0,0,0,75,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#Attic#IConstants.java,org.eclipse.jdt.internal.compiler.env.iconstants,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,21,0,21,-1,0,0,0,51,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ClassSignature.java,org.eclipse.jdt.internal.compiler.env.classsignature,class,5,3,1,2,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,2,0,0,0,0,1,0,2,0,3,0,0,0,0,28,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#EnumConstantSignature.java,org.eclipse.jdt.internal.compiler.env.enumconstantsignature,class,3,4,1,2,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,3,0,3,0,0,0,0,28,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryAnnotation.java,org.eclipse.jdt.internal.compiler.env.ibinaryannotation,interface,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryElementValuePair.java,org.eclipse.jdt.internal.compiler.env.ibinaryelementvaluepair,interface,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,30,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryField.java,org.eclipse.jdt.internal.compiler.env.ibinaryfield,interface,4,6,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,52,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryMethod.java,org.eclipse.jdt.internal.compiler.env.ibinarymethod,interface,4,9,1,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,78,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryNestedType.java,org.eclipse.jdt.internal.compiler.env.ibinarynestedtype,interface,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,34,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IBinaryType.java,org.eclipse.jdt.internal.compiler.env.ibinarytype,interface,6,17,1,0,136,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,4,0,4,-1,0,0,0,110,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ICompilationUnit.java,org.eclipse.jdt.internal.compiler.env.icompilationunit,interface,2,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,50,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IDependent.java,org.eclipse.jdt.internal.compiler.env.idependent,interface,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,59,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IGenericField.java,org.eclipse.jdt.internal.compiler.env.igenericfield,interface,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IGenericMethod.java,org.eclipse.jdt.internal.compiler.env.igenericmethod,interface,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,23,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#IGenericType.java,org.eclipse.jdt.internal.compiler.env.igenerictype,interface,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,40,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#INameEnvironment.java,org.eclipse.jdt.internal.compiler.env.inameenvironment,interface,2,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,99,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ISourceField.java,org.eclipse.jdt.internal.compiler.env.isourcefield,interface,2,6,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,32,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ISourceImport.java,org.eclipse.jdt.internal.compiler.env.isourceimport,interface,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,27,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ISourceMethod.java,org.eclipse.jdt.internal.compiler.env.isourcemethod,interface,2,8,1,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,36,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#ISourceType.java,org.eclipse.jdt.internal.compiler.env.isourcetype,interface,5,13,1,0,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,57,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#env#NameEnvironmentAnswer.java,org.eclipse.jdt.internal.compiler.env.nameenvironmentanswer,class,5,14,1,2,18,12,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,49,11,0,2,0,0,0,0,6,0,4,0,0,0,0,58,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#ConditionalFlowInfo.java,org.eclipse.jdt.internal.compiler.flow.conditionalflowinfo,class,6,38,2,30,0,37,0,36,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,160,28,0,1,0,1,3,0,7,1,3,1,0,0,0,54,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#ExceptionHandlingFlowContext.java,org.eclipse.jdt.internal.compiler.flow.exceptionhandlingflowcontext,class,18,56,2,23,0,10,0,10,0,0,0,0,0,0,10,1,5,0,0,0,1,0,0,204,8,8,11,0,18,5,31,52,18,40,4,0,0,0,87,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#FinallyFlowContext.java,org.eclipse.jdt.internal.compiler.flow.finallyflowcontext,class,16,180,2,28,12,8,0,5,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,393,27,5,39,0,61,3,52,33,3,18,5,0,0,0,80,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#FlowContext.java,org.eclipse.jdt.internal.compiler.flow.flowcontext,class,29,172,1,42,296,29,0,26,0,2,0,0,0,0,18,14,18,0,0,0,14,0,2,509,50,21,24,0,44,1,42,105,2,78,7,0,0,0,200,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#FlowInfo.java,org.eclipse.jdt.internal.compiler.flow.flowinfo,class,6,71,1,14,936,44,4,44,0,0,0,34,0,0,7,6,7,0,0,0,6,0,0,172,12,0,8,0,4,1,9,23,0,10,2,0,0,0,262,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#InitializationFlowContext.java,org.eclipse.jdt.internal.compiler.flow.initializationflowcontext,class,10,7,3,7,0,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,74,1,2,1,0,3,1,14,14,3,9,1,0,0,0,36,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#InsideSubRoutineFlowContext.java,org.eclipse.jdt.internal.compiler.flow.insidesubroutineflowcontext,class,6,9,2,6,3,6,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,4,0,2,0,2,2,1,4,0,2,2,0,0,0,25,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#LabelFlowContext.java,org.eclipse.jdt.internal.compiler.flow.labelflowcontext,class,9,7,3,6,0,4,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30,2,1,0,0,2,2,0,4,1,3,2,0,0,0,24,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#LoopingFlowContext.java,org.eclipse.jdt.internal.compiler.flow.loopingflowcontext,class,21,226,3,38,36,13,0,10,0,2,0,0,0,0,16,0,2,6,0,0,0,0,0,550,23,9,55,0,78,5,84,78,9,35,5,0,0,0,92,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#NullInfoRegistry.java,org.eclipse.jdt.internal.compiler.flow.nullinforegistry,class,7,86,3,3,28,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,6,16,16,0,95,6,140,156,58,65,5,0,0,0,162,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#SwitchFlowContext.java,org.eclipse.jdt.internal.compiler.flow.switchflowcontext,class,7,7,2,6,6,5,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,30,3,0,1,0,1,2,1,5,0,3,1,0,0,0,25,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#flow#UnconditionalFlowInfo.java,org.eclipse.jdt.internal.compiler.flow.unconditionalflowinfo,class,11,447,3,11,0,46,1,41,4,0,0,0,18,0,10,4,10,0,0,0,3,0,0,1580,111,47,96,0,583,44,701,590,246,212,6,0,1,0,209,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#ICompilerRequestor.java,org.eclipse.jdt.internal.compiler.icompilerrequestor,interface,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,9,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#IDebugRequestor.java,org.eclipse.jdt.internal.compiler.idebugrequestor,interface,1,5,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#IErrorHandlingPolicy.java,org.eclipse.jdt.internal.compiler.ierrorhandlingpolicy,interface,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,3,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#Attic#ConfigurableProblems.java,org.eclipse.jdt.internal.compiler.impl.configurableproblems,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,12,12,0,12,-1,0,0,0,25,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#Attic#NullConstant.java,org.eclipse.jdt.internal.compiler.impl.nullconstant,class,4,4,2,2,6,4,0,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,16,3,0,0,0,0,1,1,1,1,1,0,0,0,0,10,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#BooleanConstant.java,org.eclipse.jdt.internal.compiler.impl.booleanconstant,class,3,6,2,1,0,6,1,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,24,4,0,0,0,0,1,0,1,1,1,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#ByteConstant.java,org.eclipse.jdt.internal.compiler.impl.byteconstant,class,3,12,2,1,0,12,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40,11,0,0,0,0,1,0,1,1,1,0,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#CharConstant.java,org.eclipse.jdt.internal.compiler.impl.charconstant,class,3,12,2,1,0,12,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40,11,0,0,0,0,1,0,1,1,1,0,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#CompilerOptions.java,org.eclipse.jdt.internal.compiler.impl.compileroptions,class,11,219,1,17,103,18,6,16,0,2,0,0,0,0,232,186,230,0,2,0,186,0,10,1332,113,0,16,0,11,275,15,237,4,236,2,0,0,0,482,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#CompilerStats.java,org.eclipse.jdt.internal.compiler.impl.compilerstats,class,3,4,1,1,1,2,0,2,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,19,2,0,1,0,1,0,3,3,1,10,0,0,0,0,26,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#Constant.java,org.eclipse.jdt.internal.compiler.impl.constant,class,15,898,1,41,255,34,20,34,0,0,0,1,21,0,1,1,1,0,0,0,1,0,703,1365,780,0,69,0,53,21,51,2,440,3,2,0,0,0,68,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#DoubleConstant.java,org.eclipse.jdt.internal.compiler.impl.doubleconstant,class,3,13,2,1,0,12,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42,12,0,1,0,0,2,0,1,1,1,0,0,0,0,18,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#FloatConstant.java,org.eclipse.jdt.internal.compiler.impl.floatconstant,class,3,12,2,1,0,12,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,11,0,0,0,0,1,0,1,1,1,0,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#IntConstant.java,org.eclipse.jdt.internal.compiler.impl.intconstant,class,3,28,2,1,0,12,1,11,1,0,0,0,0,0,17,16,0,16,0,0,16,0,0,74,27,0,0,0,0,1,30,17,1,17,0,0,0,0,30,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#IrritantSet.java,org.eclipse.jdt.internal.compiler.impl.irritantset,class,3,35,1,8,0,13,0,13,0,0,0,0,0,0,26,25,25,1,0,0,25,0,0,175,17,6,5,0,9,2,22,47,7,39,2,0,0,0,84,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#ITypeRequestor.java,org.eclipse.jdt.internal.compiler.impl.ityperequestor,interface,5,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,31,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#LongConstant.java,org.eclipse.jdt.internal.compiler.impl.longconstant,class,3,12,2,1,0,12,1,11,1,0,0,0,0,0,3,2,0,3,0,0,2,0,0,47,10,0,0,0,0,1,1,2,1,3,0,0,0,0,20,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#compiler#org#eclipse#jdt#internal#compiler#impl#ReferenceContext.java,org.eclipse.jdt.internal.compiler.impl.referencecontext,interface,2,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,7,1
