file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#ant#org#eclipse#jdt#core#ant#Attic#Jdtcom.java,org.eclipse.jdt.core.ant.jdtcom,class,18,60,2,19,0,18,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,170,2,5,6,2,0,49,5,19,2,17,3,0,0,0,60,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#ant#org#eclipse#jdt#internal#core#ant#Attic#Jdtcom.java,org.eclipse.jdt.internal.core.ant.jdtcom,class,18,60,2,19,0,18,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,170,2,5,6,2,0,49,5,19,2,17,3,0,0,0,60,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#ant#org#eclipse#jdt#internal#core#ant#Attic#Util.java,org.eclipse.jdt.internal.core.ant.util,class,5,14,1,12,8,5,5,5,0,0,0,0,0,0,2,2,0,1,1,0,1,0,4,60,7,1,2,2,2,6,10,12,7,8,4,0,0,0,39,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#Attic#JDTCompilerAdapter.java,org.eclipse.jdt.internal.core.jdtcompileradapter,class,9,14,2,18,1,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,90,1,0,1,0,0,19,1,6,1,5,2,0,0,0,38,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#org#eclipse#jdt#core#CheckDebugAttributes.java,org.eclipse.jdt.core.checkdebugattributes,class,12,15,2,14,2,4,0,3,1,0,0,0,0,0,2,0,0,2,0,0,0,0,4,66,2,2,2,2,0,5,1,15,1,12,4,0,0,0,62,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#org#eclipse#jdt#core#JDTCompilerAdapter.java,org.eclipse.jdt.core.jdtcompileradapter,class,6,2,2,1,1,2,0,1,0,1,0,0,0,0,10,5,0,8,0,0,4,0,0,392,0,0,0,0,0,4,0,8,0,10,0,0,0,0,68,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#org#eclipse#jdt#internal#antadapter#AntAdapterMessages.java,org.eclipse.jdt.internal.antadapter.antadaptermessages,class,5,7,1,6,1,3,2,2,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,35,4,0,0,3,0,3,0,4,3,4,1,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#org#eclipse#jdt#internal#antadapter#Attic#Messages.java,org.eclipse.jdt.internal.antadapter.messages,class,6,7,1,6,1,3,2,2,1,0,0,0,0,0,3,2,0,2,0,0,1,0,0,38,4,0,0,3,0,3,0,4,3,5,1,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#antadapter#org#eclipse#jdt#internal#antadapter#Attic#Util.java,org.eclipse.jdt.internal.antadapter.util,class,6,7,1,6,1,3,2,2,1,0,0,0,0,0,3,2,0,2,0,0,1,0,0,38,4,0,0,3,0,3,0,4,3,5,1,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#core#compiler#batch#BatchCompiler.java,org.eclipse.jdt.core.compiler.batch.batchcompiler,class,4,3,1,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#ClasspathDirectory.java,org.eclipse.jdt.internal.compiler.batch.classpathdirectory,class,17,44,2,28,70,13,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,157,22,3,8,2,6,1,14,36,10,28,3,1,0,0,64,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#ClasspathJar.java,org.eclipse.jdt.internal.compiler.batch.classpathjar,class,24,44,2,38,0,11,0,11,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,172,14,5,6,5,2,2,13,38,4,30,4,0,0,0,58,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#ClasspathLocation.java,org.eclipse.jdt.internal.compiler.batch.classpathlocation,class,7,4,1,5,0,2,0,0,0,2,0,0,0,0,6,2,4,0,0,0,2,0,1,31,2,0,2,0,0,0,3,5,1,7,1,0,0,0,42,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#ClasspathSourceJar.java,org.eclipse.jdt.internal.compiler.batch.classpathsourcejar,class,11,7,3,9,1,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,47,4,0,0,2,0,0,5,6,4,4,3,0,0,0,24,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#CompilationUnit.java,org.eclipse.jdt.internal.compiler.batch.compilationunit,class,8,14,1,6,0,7,0,7,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,64,6,0,1,1,0,2,4,10,2,8,1,0,0,0,21,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#FileFinder.java,org.eclipse.jdt.internal.compiler.batch.filefinder,class,7,7,1,10,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,2,1,1,0,0,0,1,6,0,6,4,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#FileSystem.java,org.eclipse.jdt.internal.compiler.batch.filesystem,class,16,75,1,30,36,13,3,9,3,1,0,0,0,0,2,0,0,0,0,0,0,0,15,281,19,11,18,3,8,0,31,74,7,55,5,0,3,0,146,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#batch#org#eclipse#jdt#internal#compiler#batch#Main.java,org.eclipse.jdt.internal.compiler.batch.main,class,59,479,1,129,1326,56,7,30,10,15,0,0,0,0,49,6,37,6,2,0,6,0,35,3768,115,33,31,9,14,149,129,314,22,224,6,5,2,0,495,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#Attic#ICompletionRequestor.java,org.eclipse.jdt.internal.codeassist.icompletionrequestor,interface,2,13,1,0,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,152,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#Attic#ISearchableNameEnvironment.java,org.eclipse.jdt.internal.codeassist.isearchablenameenvironment,interface,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,78,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnBrankStatementLabel.java,org.eclipse.jdt.internal.codeassist.complete.completiononbrankstatementlabel,class,7,4,4,0,6,4,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,34,1,0,0,0,0,0,0,2,0,2,0,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnClassReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononclassreference,class,3,2,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnExceptionReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononexceptionreference,class,3,2,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnInterfaceReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononinterfacereference,class,3,2,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnQualifiedClassReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiedclassreference,class,4,3,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,1,1,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnQualifiedExceptionReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiedexceptionreference,class,4,3,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,1,1,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#Attic#CompletionOnQualifiedInterfaceReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononqualifiedinterfacereference,class,4,3,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,1,1,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionJavadoc.java,org.eclipse.jdt.internal.codeassist.complete.completionjavadoc,class,28,74,3,14,30,9,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,223,12,10,22,0,5,9,30,71,0,45,5,0,0,0,82,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionJavadocParser.java,org.eclipse.jdt.internal.codeassist.complete.completionjavadocparser,class,35,193,2,45,14,24,0,2,4,18,0,0,0,0,8,2,2,0,0,0,2,0,1,690,42,11,47,6,74,12,130,256,77,140,7,0,0,0,178,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionNodeDetector.java,org.eclipse.jdt.internal.codeassist.complete.completionnodedetector,class,40,98,2,3,3641,86,0,84,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,280,44,0,5,0,6,0,0,4,0,3,2,0,0,0,62,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionNodeFound.java,org.eclipse.jdt.internal.codeassist.complete.completionnodefound,class,4,5,2,0,0,5,0,5,0,0,0,0,0,0,5,1,4,1,0,0,1,0,0,29,0,0,0,0,0,0,1,6,0,5,0,0,0,0,10,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnAnnotationMemberValuePair.java,org.eclipse.jdt.internal.codeassist.complete.completiononannotationmembervaluepair,class,7,5,6,2,1,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,39,0,0,1,0,0,0,0,2,0,1,1,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnAnnotationOfType.java,org.eclipse.jdt.internal.codeassist.complete.completiononannotationoftype,class,7,2,4,1,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0,1,4,0,2,0,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnArgumentName.java,org.eclipse.jdt.internal.codeassist.complete.completiononargumentname,class,11,6,6,8,4,4,0,4,0,0,0,0,0,0,3,1,2,1,0,0,1,0,2,35,1,0,0,0,0,3,2,3,0,3,1,0,0,0,22,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnBranchStatementLabel.java,org.eclipse.jdt.internal.codeassist.complete.completiononbranchstatementlabel,class,7,4,4,0,6,4,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,34,1,0,0,0,0,0,0,2,0,2,0,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnClassLiteralAccess.java,org.eclipse.jdt.internal.codeassist.complete.completiononclassliteralaccess,class,8,4,5,3,3,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,21,1,0,1,0,1,1,2,1,1,2,0,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnExplicitConstructorCall.java,org.eclipse.jdt.internal.codeassist.complete.completiononexplicitconstructorcall,class,7,14,4,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,2,2,0,0,5,5,5,0,4,2,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnFieldName.java,org.eclipse.jdt.internal.codeassist.complete.completiononfieldname,class,8,5,5,7,1,3,0,3,0,0,0,0,0,0,2,1,1,1,0,0,1,0,2,26,1,0,0,0,0,4,2,2,0,2,1,0,0,0,15,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnFieldType.java,org.eclipse.jdt.internal.codeassist.complete.completiononfieldtype,class,5,3,5,2,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,1,0,0,0,1,0,0,6,0,1,1,0,0,0,9,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnImportReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononimportreference,class,5,4,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,1,2,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadoc.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadoc,interface,0,2,1,0,1,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,8,0,8,-1,0,0,0,33,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocAllocationExpression.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocallocationexpression,class,4,19,6,6,0,9,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,71,6,2,0,0,4,6,11,16,0,5,2,0,0,0,32,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocFieldReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocfieldreference,class,11,24,7,9,7,11,0,10,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,101,8,2,2,0,8,6,15,27,6,5,2,0,0,0,44,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocMessageSend.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocmessagesend,class,4,19,6,6,0,9,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,70,6,2,0,0,4,6,11,15,0,5,2,0,0,0,32,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocParamNameReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocparamnamereference,class,6,7,8,2,13,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,29,3,0,0,0,2,1,1,2,2,3,0,0,0,0,26,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocQualifiedTypeReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocqualifiedtypereference,class,6,19,7,6,0,9,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,67,6,2,0,0,4,6,11,11,0,5,2,0,0,0,34,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocSingleTypeReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadocsingletypereference,class,5,19,7,6,0,9,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,63,6,2,0,0,6,6,12,9,2,4,2,0,0,0,32,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocTag.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadoctag,class,10,32,8,6,0,7,0,7,0,0,0,0,0,0,3,1,2,1,0,0,1,0,1,135,5,3,7,0,3,0,13,30,0,16,7,0,0,0,54,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnJavadocTypeParamReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononjavadoctypeparamreference,class,6,7,7,2,13,6,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,28,3,0,0,0,2,1,1,2,2,2,0,0,0,0,25,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnKeyword.java,org.eclipse.jdt.internal.codeassist.complete.completiononkeyword,interface,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,4,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnKeyword1.java,org.eclipse.jdt.internal.codeassist.complete.completiononkeyword1,class,8,8,6,2,26,8,0,7,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,33,4,0,0,0,0,1,0,1,0,2,0,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnKeyword2.java,org.eclipse.jdt.internal.codeassist.complete.completiononkeyword2,class,6,5,3,2,2,5,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,24,4,0,0,0,0,1,0,2,0,2,0,0,0,0,14,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnKeyword3.java,org.eclipse.jdt.internal.codeassist.complete.completiononkeyword3,class,7,7,7,1,19,7,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,4,0,0,0,0,1,0,2,0,1,0,0,0,0,18,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnLocalName.java,org.eclipse.jdt.internal.codeassist.complete.completiononlocalname,class,9,6,5,8,4,4,0,4,0,0,0,0,0,0,2,1,1,1,0,0,1,0,2,31,2,0,0,0,0,3,2,2,0,2,1,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMarkerAnnotationName.java,org.eclipse.jdt.internal.codeassist.complete.completiononmarkerannotationname,class,8,4,6,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,2,2,0,0,0,11,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMemberAccess.java,org.eclipse.jdt.internal.codeassist.complete.completiononmemberaccess,class,11,14,6,5,3,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37,1,1,4,0,1,1,3,9,0,7,4,0,0,0,19,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMemberValueName.java,org.eclipse.jdt.internal.codeassist.complete.completiononmembervaluename,class,3,2,3,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMessageSend.java,org.eclipse.jdt.internal.codeassist.complete.completiononmessagesend,class,7,14,5,8,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,3,1,0,0,4,9,7,1,5,2,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMessageSendName.java,org.eclipse.jdt.internal.codeassist.complete.completiononmessagesendname,class,9,12,5,8,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,2,1,0,0,3,6,11,1,4,2,0,0,0,18,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMethodName.java,org.eclipse.jdt.internal.codeassist.complete.completiononmethodname,class,8,9,4,7,3,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,36,1,2,0,0,0,4,7,2,0,3,2,0,0,0,16,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMethodReturnType.java,org.eclipse.jdt.internal.codeassist.complete.completiononmethodreturntype,class,6,3,4,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnMethodTypeParameter.java,org.eclipse.jdt.internal.codeassist.complete.completiononmethodtypeparameter,class,7,4,4,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,1,0,0,0,1,6,6,2,2,1,0,0,0,12,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnPackageReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononpackagereference,class,5,4,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,0,1,2,1,0,1,1,0,0,0,8,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#codeassist#org#eclipse#jdt#internal#codeassist#complete#CompletionOnParameterizedQualifiedTypeReference.java,org.eclipse.jdt.internal.codeassist.complete.completiononparameterizedqualifiedtypereference,class,10,17,8,4,2,9,0,9,0,0,0,0,0,0,6,4,5,1,0,0,4,0,0,88,5,3,5,0,0,6,17,15,5,14,3,0,0,0,32,1
