file,commitNo,date,bugID,releaseNo,Date,Changed,Changed-Date
org.eclipse.jdt.core\antadapter\org\eclipse\jdt\core\JDTCompilerAdapter.java,1.66,2006-11-28,165976,R3_3,2007-06-28,2007-02-15,-133 days +00:00:00.000000000
org.eclipse.jdt.core\batch\org\eclipse\jdt\internal\compiler\batch\ClasspathJar.java,1.45.2.1,2008-11-10,252868,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\batch\org\eclipse\jdt\internal\compiler\batch\ClasspathLocation.java,1.11,2008-01-14,214731,R3_4,2008-06-25,2008-02-04,-142 days +00:00:00.000000000
org.eclipse.jdt.core\batch\org\eclipse\jdt\internal\compiler\batch\FileSystem.java,1.51,2008-04-18,182360,R3_4_1,2008-09-24,2008-08-25,-30 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ExternalPackageFragmentRoot.java,1.7,2008-04-18,182360,R3_4_1,2008-09-24,2008-08-25,-30 days +00:00:00.000000000
org.eclipse.jdt.core\batch\org\eclipse\jdt\internal\compiler\batch\Main.java,1.327,2008-04-21,227941,R3_4_1,2008-09-24,2008-06-02,-114 days +00:00:00.000000000
org.eclipse.jdt.core\batch\org\eclipse\jdt\internal\compiler\batch\Main.java,1.327,2008-04-21,227941,R3_4,2008-06-25,2008-06-02,-23 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\CompletionElementNotifier.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistAnnotation.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistCompilationUnit.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistImportContainer.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistImportDeclaration.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistInitializer.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistPackageDeclaration.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistTypeParameter.java,1.1,2008-03-06,202470,R3_4_1,2008-09-24,2008-04-09,-168 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\CompletionElementNotifier.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistAnnotation.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistCompilationUnit.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistImportContainer.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistImportDeclaration.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistInitializer.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistPackageDeclaration.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistTypeParameter.java,1.1,2008-03-06,202470,R3_4,2008-06-25,2008-04-09,-77 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\CompletionUnitStructureRequestor.java,1.2,2008-05-12,230885,R3_4_1,2008-09-24,2008-05-14,-133 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceField.java,1.2,2008-05-12,230885,R3_4_1,2008-09-24,2008-05-14,-133 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceMethod.java,1.2,2008-05-12,230885,R3_4_1,2008-09-24,2008-05-14,-133 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceType.java,1.3,2008-05-12,230885,R3_4_1,2008-09-24,2008-05-14,-133 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\CompletionUnitStructureRequestor.java,1.2,2008-05-12,230885,R3_4,2008-06-25,2008-05-14,-42 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\InternalExtendedCompletionContext.java,1.4,2008-05-12,230885,R3_4,2008-06-25,2008-05-14,-42 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceField.java,1.2,2008-05-12,230885,R3_4,2008-06-25,2008-05-14,-42 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceMethod.java,1.2,2008-05-12,230885,R3_4,2008-06-25,2008-05-14,-42 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistSourceType.java,1.3,2008-05-12,230885,R3_4,2008-06-25,2008-05-14,-42 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\InternalExtendedCompletionContext.java,1.4.2.2,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\BinaryTypeBinding.java,1.111.2.2,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\MethodVerifier.java,1.94.2.1,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ParameterizedTypeBinding.java,1.105.2.2,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\TypeVariableBinding.java,1.65.2.1,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\UnresolvedAnnotationBinding.java,1.3.4.1,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\WildcardBinding.java,1.68.2.1,2008-10-23,239273,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\ISelectionRequestor.java,1.28,2006-12-07,165900,R3_3,2007-06-28,2007-01-19,-160 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ProblemMethodBinding.java,1.14,2006-12-07,165900,R3_3,2007-06-28,2007-01-19,-160 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceType.java,1.140,2006-12-07,165900,R3_3,2007-06-28,2007-01-19,-160 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\ThrownExceptionFinder.java,1.3,2007-02-15,174002,R3_3,2007-06-28,2007-03-20,-100 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\UnresolvedReferenceNameFinder.java,1.11,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistParser.java,1.79,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionParser.java,1.83,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AbstractMethodDeclaration.java,1.92,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CaseStatement.java,1.28,2007-04-12,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ConstructorDeclaration.java,1.87,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,1.82,2007-04-12,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,1.56,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ReturnStatement.java,1.57,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SynchronizedStatement.java,1.48,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\TypeDeclaration.java,1.137,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetTypeDeclaration.java,1.16,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\FieldLocator.java,1.47,2007-04-25,146556,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\UnresolvedReferenceNameFinder.java,1.11,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistParser.java,1.79,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionParser.java,1.83,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AbstractMethodDeclaration.java,1.92,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.83,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CaseStatement.java,1.28,2007-04-12,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ConstructorDeclaration.java,1.87,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,1.82,2007-04-12,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,1.56,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ReturnStatement.java,1.57,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SynchronizedStatement.java,1.48,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\TypeDeclaration.java,1.137,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTConverter.java,1.248,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultBindingResolver.java,1.156,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetTypeDeclaration.java,1.16,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\FieldLocator.java,1.47,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\MethodLocator.java,1.75,2007-04-25,146556,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionScanner.java,1.65,2007-04-12,177174,R3_3_1,2007-09-28,2007-04-27,-154 days +00:00:00.000000000
org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionScanner.java,1.65,2007-04-12,177174,R3_3,2007-06-28,2007-04-27,-62 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\core\compiler\CompilationProgress.java,1.1,2008-03-21,217233,R3_4_1,2008-09-24,2008-08-22,-33 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ClassFile.java,1.174.2.3,2008-07-10,240214,R3_4_2,2009-02-25,2008-09-15,-163 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ClassFile.java,1.174.2.3,2008-07-10,240214,R3_4_1,2008-09-24,2008-09-15,-9 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ProcessTaskManager.java,1.7,2008-05-15,229480,R3_4_1,2008-09-24,2008-05-16,-131 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ProcessTaskManager.java,1.7,2008-05-15,229480,R3_4,2008-06-25,2008-05-16,-40 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ReadManager.java,1.2,2008-05-06,229480,R3_4,2008-06-25,2008-05-16,-40 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ReadManager.java,1.2.2.1,2008-07-24,237418,R3_4_1,2008-09-24,2008-08-29,-26 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AbstractMethodDeclaration.java,1.98.2.1,2008-07-01,236336,R3_4_1,2008-09-24,2008-08-29,-26 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Clinit.java,1.51.2.1,2008-07-01,236336,R3_4_1,2008-09-24,2008-08-29,-26 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\CodeStream.java,1.162.2.1,2008-07-01,236336,R3_4_1,2008-09-24,2008-08-29,-26 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\LocalVariableBinding.java,1.43.2.1,2008-07-01,236336,R3_4_1,2008-09-24,2008-08-29,-26 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.29,2006-12-22,114349,R3_3,2007-06-28,2007-02-05,-143 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Attic\MissingBinaryTypeBinding.java,1.1,2006-12-22,114349,R3_3,2007-06-28,2007-02-05,-143 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.28.4.1,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\QualifiedTypeReference.java,1.35.4.2,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ClassScope.java,1.137.2.5,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\CompilationUnitScope.java,1.100.4.2,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\LookupEnvironment.java,1.72.4.1,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Scope.java,1.279.2.5,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\UnresolvedReferenceBinding.java,1.26.4.1,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Attic\MissingBinaryTypeBinding.java,1.1.2.2,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\ProblemReporter.java,1.311.4.5,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\BatchImageBuilder.java,1.62.4.2,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\JavaBuilder.java,1.122.4.1,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\Attic\MissingClassFileException.java,1.8.4.1,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\hierarchy\HierarchyResolver.java,1.66.4.2,2006-12-22,114349,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.29,2006-12-22,160550,R3_3,2007-06-28,2007-02-05,-143 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Attic\MissingBinaryTypeBinding.java,1.1,2006-12-22,160550,R3_3,2007-06-28,2007-02-05,-143 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ArrayQualifiedTypeReference.java,1.28.4.1,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\QualifiedTypeReference.java,1.35.4.2,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ClassScope.java,1.137.2.5,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\CompilationUnitScope.java,1.100.4.2,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\LookupEnvironment.java,1.72.4.1,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Scope.java,1.279.2.5,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\UnresolvedReferenceBinding.java,1.26.4.1,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Attic\MissingBinaryTypeBinding.java,1.1.2.2,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\ProblemReporter.java,1.311.4.5,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\BatchImageBuilder.java,1.62.4.2,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\JavaBuilder.java,1.122.4.1,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\Attic\MissingClassFileException.java,1.8.4.1,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\hierarchy\HierarchyResolver.java,1.66.4.2,2006-12-22,160550,R3_2_2,2007-03-01,2007-02-05,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AssertStatement.java,1.53,2006-11-08,163600,R3_3,2007-06-28,2007-01-16,-163 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ClassLiteralAccess.java,1.41.4.1,2006-11-09,163600,R3_2_2,2007-03-01,2007-01-16,-44 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Clinit.java,1.44.4.3,2006-11-09,163600,R3_2_2,2007-03-01,2007-01-16,-44 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ASTNode.java,1.93,2008-02-22,196200,R3_4,2008-06-25,2008-03-26,-91 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CastExpression.java,1.120.2.1,2008-07-04,239305,R3_4_1,2008-09-24,2008-08-28,-27 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CompilationUnitDeclaration.java,1.79.2.1,2008-11-27,252555,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,1.59.2.1,2008-11-27,252555,R3_4_2,2009-02-25,2009-02-03,-22 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\BranchStatement.java,1.19.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\BreakStatement.java,1.7.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ContinueStatement.java,1.9.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,1.35.4.6,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,1.59.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SubRoutineStatement.java,1.11.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SynchronizedStatement.java,1.44.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\StackMapFrame.java,1.3.2.2,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetClassFile.java,1.38.4.1,2006-08-23,151153,R3_2_2,2007-03-01,2006-09-12,-170 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ClassFile.java,1.137.4.2,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\BranchStatement.java,1.19.4.1,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\BreakStatement.java,1.7.4.1,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ContinueStatement.java,1.9.4.1,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,1.35.4.6,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,1.59.4.1,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SubRoutineStatement.java,1.11.4.1,2006-08-23,151153,R3_2_1,2006-09-28,2006-09-12,-16 days +00:00:00.000000000
