file,NOF_num,NOF_max,NOF_total,NSF_num,NSF_max,NSF_total,NOM_num,NOM_max,NOM_total,NSM_num,NSM_max,NSM_total,NOI,NOT,TLOC,pre,post,NOF_avg,NSF_avg,NOM_avg,NSM_avg
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaArrayType.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,206,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaBreakpointListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaClassObject.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaClassPrepareBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaClassType.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaDebugTarget.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,358,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaExceptionBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaFieldVariable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaHotCodeReplaceListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaInterfaceType.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaLineBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaMethodBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaMethodEntryBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaModifiers.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaObject.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaPatternBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaPrimitiveValue.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaReferenceType.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaStackFrame.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,407,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaStratumLineBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaTargetPatternBreakpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaThread.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaType.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaValue.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaVariable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\IJavaWatchpoint.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,0.0,41.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\debug\core\JDIDebugModel.java,1,0,0,1,4,4,1,1,1,1,19,19,0,1,643,0.0,0.0,0.0,4.0,1.0,19.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaBreakpoint.java,1,5,5,1,8,8,1,68,68,1,0,0,0,1,1163,14.0,0.0,5.0,8.0,68.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaClassPrepareBreakpoint.java,1,0,0,1,2,2,1,12,12,1,0,0,0,1,208,14.0,0.0,0.0,2.0,12.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaExceptionBreakpoint.java,1,3,3,1,6,6,1,31,31,1,0,0,0,1,549,6.0,8.0,3.0,6.0,31.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaLineBreakpoint.java,2,3,3,2,6,6,2,37,38,2,1,1,0,2,718,6.0,8.0,1.5,3.0,19.0,0.5
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaMethodBreakpoint.java,1,5,5,1,8,8,1,33,33,1,0,0,0,1,684,0.0,8.0,5.0,8.0,33.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaMethodEntryBreakpoint.java,1,2,2,1,3,3,1,7,7,1,0,0,0,1,164,14.0,0.0,2.0,3.0,7.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaPatternBreakpoint.java,1,0,0,1,2,2,1,7,7,1,0,0,0,1,203,0.0,0.0,0.0,2.0,7.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaStratumLineBreakpoint.java,1,0,0,1,4,4,1,11,11,1,0,0,0,1,352,1.0,0.0,0.0,4.0,11.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaTargetPatternBreakpoint.java,1,1,1,1,1,1,1,9,9,1,0,0,0,1,223,0.0,0.0,1.0,1.0,9.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JavaWatchpoint.java,1,1,1,1,7,7,1,23,23,1,0,0,0,1,441,0.0,10.0,1.0,7.0,23.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\breakpoints\JDIDebugBreakpointMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,33,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\EventDispatcher.java,1,5,5,1,0,0,1,10,10,1,0,0,0,1,320,0.0,0.0,5.0,0.0,10.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\CompilationUnitDelta.java,4,4,6,4,1,1,4,9,14,4,5,5,0,4,431,0.0,0.0,1.5,0.25,3.5,1.25
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\Differencer.java,2,5,10,2,10,10,2,8,10,2,0,0,0,2,393,0.0,0.0,5.0,5.0,5.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\JavaHotCodeReplaceManager.java,4,11,16,4,3,3,4,55,66,4,1,1,0,4,1220,0.0,0.0,4.0,0.75,16.5,0.25
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\JavaNode.java,1,7,7,1,10,10,1,11,11,1,1,1,0,1,268,0.0,0.0,7.0,10.0,11.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\JavaParseTreeBuilder.java,1,3,3,1,1,1,1,24,24,1,0,0,0,1,202,0.0,0.0,3.0,1.0,24.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\hcr\JDIDebugHCRMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,33,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\IJDIEventListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\JDIDebugMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,29,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\JDIDebugPlugin.java,4,17,32,4,8,8,4,29,39,4,8,8,0,4,540,0.0,9.0,8.0,2.0,9.75,2.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\CollectionStructureType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,45,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\CompositeStructureType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,45,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\JDIPlaceholderVariable.java,1,2,2,1,0,0,1,25,25,1,0,0,0,1,221,0.0,0.0,2.0,0.0,25.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\LogicalObjectStructureClassType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,67,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\LogicalObjectStructureInterfaceType.java,1,3,3,1,3,3,1,9,9,1,1,1,0,1,199,0.0,0.0,3.0,3.0,9.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\LogicalObjectStructureValue.java,1,2,2,1,0,0,1,15,15,1,0,0,0,1,148,0.0,0.0,2.0,0.0,15.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\LogicalStructuresMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,36,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\MapEntryStructureType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,53,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\logicalstructures\MapStructureType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,53,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\ITimeoutListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIArrayEntryVariable.java,1,3,3,1,0,0,1,12,12,1,0,0,0,1,197,0.0,0.0,3.0,0.0,12.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIArrayType.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,71,0.0,0.0,0.0,0.0,2.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIArrayValue.java,1,0,0,1,0,0,1,11,11,1,0,0,0,1,198,0.0,0.0,0.0,0.0,11.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIClassObjectValue.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,49,0.0,0.0,0.0,0.0,2.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIClassType.java,1,0,0,1,0,0,1,6,6,1,0,0,0,1,188,0.0,0.0,0.0,0.0,6.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIDebugElement.java,1,1,1,1,1,1,1,37,37,1,0,0,0,1,484,0.0,5.0,1.0,1.0,37.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIDebugModelMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,33,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIDebugTarget.java,3,23,24,3,5,5,3,138,145,3,0,0,0,3,2136,0.0,6.0,8.0,1.6666666666666667,48.333333333333336,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIFieldVariable.java,1,3,3,1,0,0,1,26,26,1,0,0,0,1,294,0.0,0.0,3.0,0.0,26.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIInterfaceType.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,109,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDILocalVariable.java,1,2,2,1,0,0,1,12,12,1,0,0,0,1,183,0.0,0.0,2.0,0.0,12.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIModificationVariable.java,1,0,0,1,1,1,1,6,6,1,0,0,0,1,217,0.0,0.0,0.0,1.0,6.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDINullValue.java,1,0,0,1,0,0,1,9,9,1,0,0,0,1,89,0.0,0.0,0.0,0.0,9.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIObjectValue.java,1,0,0,1,0,0,1,9,9,1,0,0,0,1,280,0.0,0.0,0.0,0.0,9.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIPrimitiveValue.java,1,0,0,1,0,0,1,9,9,1,0,0,0,1,100,0.0,0.0,0.0,0.0,9.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIReferenceType.java,1,2,2,1,0,0,1,8,8,1,0,0,0,1,160,0.0,0.0,2.0,0.0,8.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIStackFrame.java,1,13,13,1,0,0,1,76,76,1,0,0,0,1,1204,0.0,0.0,13.0,0.0,76.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIThisVariable.java,1,1,1,1,0,0,1,10,10,1,0,0,0,1,157,0.0,0.0,1.0,0.0,10.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIThread.java,8,28,33,8,2,2,8,128,165,8,0,0,0,8,2554,0.0,0.0,4.125,0.25,20.625,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIType.java,1,2,2,1,0,0,1,9,9,1,1,1,0,1,155,0.0,0.0,2.0,0.0,9.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIValue.java,1,3,3,1,0,0,1,19,19,1,1,1,0,1,382,0.0,0.0,3.0,0.0,19.0,1.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIVariable.java,1,2,2,1,1,1,1,23,23,1,0,0,0,1,255,0.0,0.0,2.0,1.0,23.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIVoidType.java,1,0,0,1,0,0,1,4,4,1,0,0,0,1,57,0.0,0.0,0.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\JDIVoidValue.java,1,0,0,1,0,0,1,7,7,1,0,0,0,1,73,0.0,0.0,0.0,0.0,7.0,0.0
eclipse\org.eclipse.jdt.debug\model\org\eclipse\jdt\internal\debug\core\model\Timer.java,1,5,5,1,0,0,1,14,14,1,0,0,0,1,223,0.0,0.0,5.0,0.0,14.0,0.0
eclipse\org.eclipse.jdt.debug.ui\Snippet Support\org\eclipse\jdt\internal\debug\ui\snippeteditor\ScrapbookMain.java,1,0,0,1,0,0,1,0,0,1,4,4,0,1,87,0.0,0.0,0.0,0.0,0.0,4.0
eclipse\org.eclipse.jdt.debug.ui\Snippet Support\org\eclipse\jdt\internal\debug\ui\snippeteditor\ScrapbookMain1.java,1,0,0,1,0,0,1,0,0,1,1,1,0,1,22,0.0,0.0,0.0,0.0,0.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\IJavaDebugUIConstants.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0.0,0.0,,,,
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\JavaSourceLookupDialog.java,1,5,5,1,0,0,1,3,3,1,0,0,0,1,144,0.0,0.0,5.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\JavaUISourceLocator.java,1,5,5,1,2,2,1,13,13,1,0,0,0,1,379,0.0,0.0,5.0,2.0,13.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\AppletArgumentsTab.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,43,0.0,0.0,0.0,0.0,2.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\AppletMainTab.java,1,11,11,1,1,1,1,30,30,1,0,0,0,1,538,0.0,0.0,11.0,1.0,30.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\AppletParametersTab.java,2,11,11,2,3,3,2,24,26,2,0,0,0,2,477,0.0,0.0,5.5,1.5,13.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaArgumentsTab.java,1,4,4,1,1,1,1,20,20,1,0,0,0,1,264,0.0,3.0,4.0,1.0,20.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaClasspathTab.java,1,3,3,1,1,1,1,19,19,1,1,1,0,1,456,0.0,0.0,3.0,1.0,19.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaConnectTab.java,1,10,10,1,1,1,1,29,29,1,0,0,0,1,592,0.0,0.0,10.0,1.0,29.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaJRETab.java,1,11,11,1,1,1,1,31,31,1,0,0,0,1,523,0.0,0.0,11.0,1.0,31.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaMainTab.java,2,8,8,2,3,3,2,26,29,2,0,0,0,2,561,0.0,0.0,4.0,1.5,14.5,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\debug\ui\launchConfigurations\JavaSourceLookupTab.java,1,1,1,1,0,0,1,6,6,1,0,0,0,1,117,0.0,0.0,1.0,0.0,6.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointIJavaProjectRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,59,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointIPackageFragmentMoveParticipant.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,67,0.0,0.0,2.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointIPackageFragmentRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,59,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointITypeMoveParticipant.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,64,0.0,0.0,2.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointITypeRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,58,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaBreakpointTypeChange.java,1,8,8,1,5,5,1,21,21,1,9,9,0,1,450,0.0,0.0,8.0,5.0,21.0,9.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaClassPrepareBreakpointTypeChange.java,1,1,1,1,0,0,1,3,3,1,0,0,0,1,78,0.0,0.0,1.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaExceptionBreakpointTypeChange.java,1,3,3,1,0,0,1,3,3,1,0,0,0,1,74,0.0,0.0,3.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaLineBreakpointTypeChange.java,1,3,3,1,0,0,1,6,6,1,0,0,0,1,91,0.0,0.0,3.0,0.0,6.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaMethodBreakpointIMethodRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,57,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaMethodBreakpointMethodNameChange.java,1,4,4,1,0,0,1,5,5,1,1,1,0,1,134,0.0,0.0,4.0,0.0,5.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaMethodBreakpointTypeChange.java,1,6,6,1,0,0,1,3,3,1,0,0,0,1,106,0.0,0.0,6.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaWatchpointFieldNameChange.java,1,4,4,1,0,0,1,5,5,1,1,1,0,1,124,0.0,0.0,4.0,0.0,5.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaWatchpointIFieldRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,53,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JavaWatchpointTypeChange.java,1,3,3,1,0,0,1,3,3,1,0,0,0,1,90,0.0,0.0,3.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\JDTDebugRefactoringUtil.java,1,0,0,1,0,0,1,0,0,1,1,1,0,1,36,0.0,0.0,0.0,0.0,0.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationIJavaProjectRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,58,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationIPackageFragmentMoveParticipant.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,71,0.0,0.0,2.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationIPackageFragmentRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,56,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationITypeMoveParticipant.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,79,0.0,0.0,2.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationITypeRenameParticipant.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,56,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\LaunchConfigurationProjectMainTypeChange.java,1,8,8,1,0,0,1,8,8,1,11,11,0,1,399,0.0,0.0,8.0,0.0,8.0,11.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\core\refactoring\RefactoringMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,30,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\ActionFilterAdapterFactory.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,60,0.0,0.0,0.0,0.0,2.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\actions\AbstractAddStepFilterAction.java,1,0,0,1,0,0,1,4,4,1,0,0,0,1,108,0.0,0.0,0.0,0.0,4.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\actions\AbstractBreakpointRulerAction.java,1,3,3,1,0,0,1,10,10,1,0,0,0,1,137,0.0,0.0,3.0,0.0,10.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\actions\AccessWatchpointToggleAction.java,1,0,0,1,0,0,1,3,3,1,0,0,0,1,52,0.0,0.0,0.0,0.0,3.0,0.0
eclipse\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\actions\ActionDelegateHelper.java,1,4,4,1,1,1,1,18,18,1,1,1,0,1,213,0.0,0.0,4.0,1.0,18.0,1.0
