fileName,numOfClass,numOfInterface,loc,anonymousClassesQty,numOfStaticMethod,numOfStaticField,numOfMethod,numOfField,methodTotalLoc,methodMaxLoc,methodAverageLoc,totalNestedBlockDepth,maxNestedBlockDepth,averageNestedBlockDepth,totalParameters,maxParameters,averageParameters,totalMcCabe,maxMcCabe,averageMcCabe,totalFanOut,maxFanOut,averageFanOut
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\Messages.java,1,0,159,0,7,39,8,39,74,21,9.25,8,3,1.0,14,3,1.75,23,7,2.88,24,8,3.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\ICodeFormatter.java,0,1,4,0,0,0,1,0,1,1,1.0,-1,-1,-1.0,4,4,4.0,1,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\search\org\eclipse\jdt\core\search\MethodReferenceMatch.java,1,0,30,0,0,0,6,3,21,5,3.5,0,0,0.0,26,10,4.33,6,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMMember.java,1,0,157,0,0,0,22,5,153,30,6.95,7,2,0.32,21,7,0.95,38,7,1.73,38,7,1.73
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EnumConstantDeclaration.java,1,0,165,0,1,6,21,9,130,30,6.19,8,3,0.38,13,3,0.62,36,7,1.71,54,15,2.57
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SingleVariableDeclaration.java,1,0,286,0,1,9,30,16,241,30,8.03,27,3,0.9,24,3,0.8,65,7,2.17,81,20,2.7
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\formatter\org\eclipse\jdt\core\formatter\CodeFormatter.java,1,0,20,0,0,9,3,9,5,3,1.67,-2,0,-0.67,12,6,4.0,3,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredInitializer.java,1,0,248,0,0,0,15,7,199,37,13.27,18,3,1.2,30,4,2.0,67,13,4.47,34,7,2.27
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\rewrite\ASTRewrite.java,1,0,300,0,1,0,27,4,273,38,10.11,22,3,0.81,37,6,1.37,75,11,2.78,91,12,3.37
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BindingResolver.java,1,0,163,0,0,0,53,0,155,3,2.92,0,0,0.0,54,2,1.02,53,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\InitializerElementInfo.java,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IntLiteral.java,1,0,104,0,0,2,10,3,101,56,10.1,6,3,0.6,17,4,1.7,26,14,2.6,13,3,1.3
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\PrefixExpression.java,1,0,146,0,1,3,15,5,91,12,6.07,10,3,0.67,15,3,1.0,25,3,1.67,29,8,1.93
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\BecomeWorkingCopyOperation.java,1,0,38,0,0,0,4,1,33,23,8.25,2,2,0.5,2,2,0.5,6,3,1.5,14,13,3.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMMethod.java,1,0,423,0,0,0,42,13,423,56,10.07,33,4,0.79,48,16,1.14,103,14,2.45,92,10,2.19
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\ASTRewriteFormatter.java,1,0,415,1,3,3,16,28,236,95,14.75,14,4,0.88,28,5,1.75,62,30,3.88,39,10,2.44
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\Compiler.java,1,0,547,1,0,2,24,17,425,84,17.71,29,5,1.21,64,7,2.67,112,18,4.67,109,19,4.54
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\PackageBinding.java,1,0,147,0,0,0,20,6,123,22,6.15,7,2,0.35,17,3,0.85,52,11,2.6,30,8,1.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ConstructorDeclaration.java,1,0,401,0,0,0,16,2,364,85,22.75,29,5,1.81,22,4,1.38,130,35,8.13,106,26,6.63
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,1,0,474,0,0,0,16,13,402,172,25.13,24,6,1.5,22,3,1.38,174,79,10.88,118,45,7.38
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\GlobalVariable.java,1,0,34,0,0,0,5,5,26,12,5.2,1,1,0.2,3,3,0.6,6,2,1.2,3,3,0.6
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ClasspathValidation.java,1,0,52,0,0,0,2,1,39,36,19.5,3,3,1.5,1,1,0.5,12,11,6.0,11,11,5.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\IBinaryMethod.java,0,1,12,0,0,0,9,0,9,1,1.0,-9,-1,-1.0,1,1,0.11,9,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\MultiOperation.java,1,0,176,0,0,0,18,4,160,34,8.89,10,4,0.56,19,3,1.06,64,22,3.56,41,9,2.28
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\hierarchy\HierarchyType.java,1,0,31,0,0,0,4,5,16,7,4.0,0,0,0.0,5,5,1.25,4,1,1.0,3,3,0.75
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnPackageReference.java,1,0,16,0,0,0,2,0,11,8,5.5,1,1,0.5,5,3,2.5,4,3,2.0,4,4,2.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ClasspathChange.java,1,0,433,0,0,4,11,8,386,182,35.09,26,6,2.36,16,4,1.45,119,48,10.82,104,48,9.45
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\search\org\eclipse\jdt\core\search\LocalVariableReferenceMatch.java,1,0,19,0,0,0,3,2,12,6,4.0,0,0,0.0,9,9,3.0,3,1,1.0,1,1,0.33
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IAnnotationComponentValue.java,0,1,28,0,0,0,12,13,12,1,1.0,-12,-1,-1.0,0,0,0.0,12,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AnnotationMethodDeclaration.java,1,0,128,0,0,0,8,2,114,45,14.25,7,3,0.88,8,2,1.0,42,20,5.25,34,14,4.25
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\IDependent.java,0,1,5,0,0,0,1,1,1,1,1.0,-1,-1,-1.0,0,0,0.0,1,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JavaModelStatus.java,1,0,333,0,1,2,27,6,309,183,11.44,8,3,0.3,34,5,1.26,102,69,3.78,34,24,1.26
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ClassFile.java,1,0,573,1,4,0,52,2,551,46,10.6,46,4,0.88,55,4,1.06,147,13,2.83,182,12,3.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ParameterizedFieldBinding.java,1,0,30,0,0,0,4,1,15,6,3.75,0,0,0.0,3,2,0.75,6,3,1.5,4,1,1.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MemberValuePairBinding.java,1,0,164,0,2,3,19,6,148,43,7.79,7,2,0.37,7,2,0.37,56,18,2.95,46,15,2.42
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\UserLibraryClasspathContainerInitializer.java,1,0,61,0,0,0,8,0,48,16,6.0,5,2,0.63,16,3,2.0,17,7,2.13,25,7,3.13
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,1,0,707,0,1,0,37,4,665,214,17.97,28,6,0.76,66,5,1.78,255,71,6.89,98,21,2.65
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnMemberValueName.java,1,0,13,0,0,0,2,0,9,6,4.5,0,0,0.0,5,3,2.5,2,1,1.0,3,3,1.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\Constant.java,1,0,1364,0,20,1,34,1,2100,176,61.76,3,2,0.09,82,5,2.41,913,78,26.85,236,19,6.94
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JavaElementInfo.java,1,0,53,0,0,1,6,2,47,17,7.83,6,3,1.0,3,1,0.5,14,5,2.33,5,2,0.83
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\ClasspathMultiDirectory.java,1,0,39,0,0,0,4,4,22,9,5.5,0,0,0.0,6,4,1.5,13,5,3.25,7,3,1.75
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnJavadoc.java,0,1,13,0,0,0,2,8,2,1,1.0,-2,-1,-1.0,1,1,0.5,2,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CompoundAssignment.java,1,0,137,0,0,0,9,2,125,61,13.89,6,3,0.67,16,4,1.78,48,26,5.33,28,15,3.11
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NullLiteral.java,1,0,39,0,0,1,8,1,30,8,3.75,1,1,0.13,9,3,1.13,9,2,1.13,5,3,0.63
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\IDocumentElementRequestor.java,0,1,133,0,0,0,17,0,17,1,1.0,-17,-1,-1.0,114,24,6.71,17,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ElementValuePair.java,1,0,70,0,1,0,9,3,55,26,6.11,2,2,0.22,9,3,1.0,25,17,2.78,9,4,1.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BodyDeclaration.java,1,0,77,0,3,0,16,3,70,15,4.38,3,3,0.19,7,1,0.44,22,4,1.38,18,6,1.13
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredStatement.java,1,0,29,0,0,0,7,1,22,4,3.14,0,0,0.0,6,3,0.86,8,2,1.14,3,2,0.43
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\BinaryExpressionFragmentBuilder.java,1,0,405,0,0,0,50,3,319,75,6.38,10,3,0.2,87,2,1.74,83,20,1.66,62,5,1.24
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultBindingResolver.java,1,0,1474,1,0,0,58,7,1520,276,26.21,102,9,1.76,66,4,1.14,482,79,8.31,215,16,3.71
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\DeclarationOfReferencedTypesPattern.java,1,0,13,0,0,0,1,2,6,6,6.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NameReference.java,1,0,35,0,0,0,9,2,29,6,3.22,0,1,0.0,3,1,0.33,11,2,1.22,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTVisitor.java,1,0,429,0,0,0,170,1,425,3,2.5,0,0,0.0,169,1,0.99,170,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ExternalFolderChange.java,1,0,38,0,0,0,3,2,26,19,8.67,3,3,1.0,4,2,1.33,8,6,2.67,9,8,3.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\JavaSearchPattern.java,1,0,317,0,1,3,18,11,282,67,15.67,13,4,0.72,9,2,0.5,95,23,5.28,39,15,2.17
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1,0,173,0,2,4,11,6,118,56,10.73,8,4,0.73,29,10,2.64,31,14,2.82,31,10,2.82
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnArgumentName.java,1,0,35,0,0,1,4,3,23,11,5.75,1,1,0.25,10,4,2.5,6,3,1.5,9,6,2.25
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\TrackedNodePosition.java,1,0,34,0,0,0,3,2,24,10,8.0,2,1,0.67,2,2,0.67,7,3,2.33,10,5,3.33
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetTypeDeclaration.java,1,0,54,0,0,0,2,0,46,43,23.0,3,3,1.5,2,1,1.0,15,14,7.5,13,13,6.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CommentRecorderScanner.java,1,0,20,0,0,0,2,0,9,6,4.5,1,1,0.5,8,7,4.0,3,2,1.5,1,1,0.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTRequestor.java,1,0,22,0,0,0,4,1,17,11,4.25,2,2,0.5,5,2,1.25,6,3,1.5,1,1,0.25
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionJavadocParser.java,1,0,125,0,0,0,9,3,115,33,12.78,17,5,1.89,13,6,1.44,34,9,3.78,14,3,1.56
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Assignment.java,1,0,196,0,1,4,17,7,123,21,7.24,14,3,0.82,16,3,0.94,33,5,1.94,39,10,2.29
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistTypeParameter.java,1,0,16,0,0,0,2,1,7,4,3.5,0,0,0.0,4,3,2.0,2,1,1.0,1,1,0.5
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Binding.java,1,0,54,0,0,28,9,28,22,3,2.44,-2,0,-0.22,1,1,0.11,9,1,1.0,3,1,0.33
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,1,0,197,0,0,0,4,4,186,164,46.5,11,8,2.75,10,4,2.5,68,62,17.0,31,25,7.75
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ImportConflictBinding.java,1,0,16,0,0,0,3,1,10,4,3.33,0,0,0.0,4,4,1.33,3,1,1.0,2,1,0.67
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\IDocElement.java,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\jdom\DOMFactory.java,1,0,83,0,0,0,18,1,78,6,4.33,8,1,0.44,10,2,0.56,26,2,1.44,26,2,1.44
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnQualifiedAllocationExpression.java,1,0,35,0,0,0,2,0,25,20,12.5,2,2,1.0,3,2,1.5,11,9,5.5,8,5,4.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\RecoveredTypeBinding.java,1,0,437,0,0,0,63,7,417,40,6.62,29,3,0.46,15,3,0.24,133,11,2.11,104,16,1.65
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\Opcodes.java,0,1,204,0,0,201,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\comment\MultiCommentRegion.java,1,0,120,0,0,0,11,4,96,34,8.73,9,4,0.82,19,5,1.73,68,34,6.18,37,15,3.36
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IAnnotationComponent.java,0,1,6,0,0,0,3,0,3,1,1.0,-3,-1,-1.0,0,0,0.0,3,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnKeyword.java,0,1,6,0,0,0,3,0,3,1,1.0,-3,-1,-1.0,0,0,0.0,3,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\ISourceElementRequestor.java,0,1,86,0,0,0,25,0,25,1,1.0,-25,-1,-1.0,46,5,1.84,25,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\RecoveredVariableBinding.java,1,0,93,0,0,0,20,2,83,10,4.15,4,1,0.2,3,2,0.15,27,3,1.35,23,8,1.15
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\Scribe.java,1,0,3418,2,0,6,97,39,3457,263,35.64,193,7,1.99,152,7,1.57,910,72,9.38,437,23,4.51
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ResolvedSourceType.java,1,0,31,0,0,0,6,1,26,8,4.33,1,1,0.17,7,4,1.17,7,2,1.17,5,3,0.83
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\DOMFinder.java,1,0,143,0,0,0,18,6,93,16,5.17,1,1,0.06,20,3,1.11,52,5,2.89,48,6,2.67
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceTypeElementInfo.java,1,0,208,0,0,5,23,10,188,20,8.17,20,3,0.87,5,2,0.22,62,6,2.7,29,3,1.26
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IPackageFragment.java,0,1,17,0,0,1,12,1,12,1,1.0,-12,-1,-1.0,7,4,0.58,12,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\CompilationParticipantResult.java,1,0,29,0,0,0,3,6,18,8,6.0,0,0,0.0,2,1,0.67,3,1,1.0,1,1,0.33
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,1,0,684,0,0,0,14,0,706,192,50.43,30,5,2.14,48,8,3.43,202,43,14.43,99,20,7.07
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,1,0,50,0,0,0,6,7,33,10,5.5,2,1,0.33,11,4,1.83,12,6,2.0,6,3,1.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\RuntimeVisibleParameterAnnotationsAttribute.java,1,0,38,0,0,1,3,3,23,17,7.67,2,2,0.67,3,3,1.0,5,3,1.67,2,2,0.67
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BindingComparator.java,1,0,248,0,10,0,10,0,195,95,19.5,9,2,0.9,24,3,2.4,62,31,6.2,41,24,4.1
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\IBinding.java,0,1,23,0,0,6,12,6,12,1,1.0,-12,-1,-1.0,2,1,0.17,12,1,1.0,0,0,0.0
eclipse-sourceBuild-srcIncluded-3.4\plugins\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\BinaryLocalVariableBinding.java,1,0,11,0,0,0,2,1,7,4,3.5,0,0,0.0,4,4,2.0,3,2,1.5,0,0,0.0
