file,commitNo,date,bugID,releaseNo,Date,Changed,Changed-Date
eclipse\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\RefreshUserNotificationPolicy.java,1.21.2.1,2004-07-27,68750,R3_0_1,2004-09-16,2004-12-15,90 days 00:00:00.000000000
eclipse\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\synchronize\Attic\RefreshSubscriberJob.java,1.21.2.1,2004-08-31,68750,R3_0_1,2004-09-16,2004-12-15,90 days 00:00:00.000000000
eclipse\org.eclipse.ui.examples.readmetool\Eclipse UI Examples Readme Tool\org\eclipse\ui\examples\readmetool\ReadmeFilePropertyPage.java,1.7,2003-04-07,33752,R3_0_2,2005-03-11,2005-06-03,84 days 00:00:00.000000000
eclipse\org.eclipse.ui.examples.readmetool\Eclipse UI Examples Readme Tool\org\eclipse\ui\examples\readmetool\ReadmeFilePropertyPage2.java,1.8,2003-04-07,33752,R3_0_2,2005-03-11,2005-06-03,84 days 00:00:00.000000000
eclipse\org.eclipse.ui.externaltools\Program Tools Support\org\eclipse\ui\externaltools\internal\program\launchConfigurations\ProgramMainTab.java,1.17,2003-12-04,47246,R3_0,2004-06-25,2004-09-13,80 days 00:00:00.000000000
eclipse\org.eclipse.ui.presentations.r21\src\org\eclipse\ui\internal\presentations\R21BasicStackPresentation.java,1.5,2004-06-17,66895,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.presentations.r21\src\org\eclipse\ui\internal\presentations\R21EditorStackPresentation.java,1.2,2004-06-17,66895,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse RCP Tests\org\eclipse\ui\rcp\tests\Attic\ActionBarConfigurerTest.java,1.1,2004-04-05,53427,R3_0_2,2005-03-11,2005-05-31,81 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse RCP Tests\org\eclipse\ui\rcp\tests\Attic\PlatformUITest.java,1.1,2004-04-05,53427,R3_0_2,2005-03-11,2005-05-31,81 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse RCP Tests\org\eclipse\ui\rcp\tests\Attic\RcpTestSuite.java,1.1,2004-04-05,53427,R3_0_2,2005-03-11,2005-05-31,81 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse RCP Tests\org\eclipse\ui\rcp\tests\Attic\WorkbenchConfigurerTest.java,1.1,2004-04-05,53427,R3_0_2,2005-03-11,2005-05-31,81 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\adaptable\MarkerImageProviderTest.java,1.1,2004-02-27,52898,R3_0_2,2005-03-11,2005-06-16,97 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\adaptable\TestMarkerImageProvider.java,1.1,2004-02-27,52898,R3_0_2,2005-03-11,2005-06-16,97 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\MockPart.java,1.2,2004-05-13,59301,R3_0_1,2004-09-16,2004-10-12,26 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\MockPart.java,1.2,2004-05-13,59301,R3_0,2004-06-25,2004-10-12,109 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\SaveableMockViewPart.java,1.1.2.2,2004-09-16,72114,R3_0_2,2005-03-11,2005-06-10,91 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\SaveableHelper.java,1.1.2.1,2004-09-07,72114,R3_0_2,2005-03-11,2005-06-10,91 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\StickyViewTest.java,1.4,2004-05-10,61548,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\ViewUtils.java,1.1,2004-05-10,61548,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\registry\Attic\IStickyViewDescriptor.java,1.3,2004-05-10,61548,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\api\ViewPerspective.java,1.1,2004-05-12,15822,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\internal\InternalTestSuite.java,1.6,2003-10-08,41931,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\intro\IntroPartTest.java,1.5,2004-06-22,68055,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\intro\IntroTest.java,1.4,2004-06-22,68055,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\intro\NoIntroPartTest.java,1.3,2004-06-22,68055,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\WorkbenchIntroManager.java,1.5,2004-06-22,68055,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\intro\IntroTestSuite.java,1.2,2004-04-29,55440,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\menus\BrokenWorkbenchWindowPulldownDelegate.java,1.2,2004-06-07,64637,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\navigator\Attic\ExceptionDecoratorTestCase.java,1.2,2004-06-07,64637,R3_0,2004-06-25,2004-07-06,11 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\Eclipse UI Tests\org\eclipse\ui\tests\navigator\Attic\TestLightweightDecoratorMultipleQuadrantContributor.java,1.1,2004-04-15,42451,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.tests\UI Test Utils\org\eclipse\ui\tests\util\Attic\DialogCheck.java,1.7,2003-09-12,42789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\dialogs\CheckedTreeSelectionDialog.java,1.11,2004-05-04,60789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\dialogs\ElementTreeSelectionDialog.java,1.11,2004-05-04,60789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\dialogs\ListDialog.java,1.5,2004-05-04,60789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\dialogs\ListSelectionDialog.java,1.6,2004-05-04,60789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
eclipse\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\dialogs\PropertyPage.java,1.4,2004-05-04,60789,R3_0_2,2005-03-11,2005-05-10,60 days 00:00:00.000000000
