file,bugID
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,303810
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,303448
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,302446
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,293917
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,290376
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,293917
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,302446
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,303448
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,303810
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,281776
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,276740
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,276741
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,290376
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,79545
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,47074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,47074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,9169
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,277643
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,277643
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,174434
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,71672
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExplicitConstructorCall.java,67790
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,276740
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,276741
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,159325
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,42253
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,89096
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Expression.java,47074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExtendedStringLiteral.java,112518
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExtendedStringLiteral.java,107814
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ExtendedStringLiteral.java,110613
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FalseLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FalseLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,45198
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,45436
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldDeclaration.java,45518
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,150409
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,245007
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,245007
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,150409
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,174879
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,173800
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,149004
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,159325
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,84416
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,76773
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FieldReference.java,68927
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FloatLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FloatLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FloatLiteral.java,74126
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\FloatLiteral.java,74126
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,294404
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,291472
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,278562
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,278562
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,291472
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,294404
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,245563
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,185350
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,182359
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,145397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,151153
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,150074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,145397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,151153
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,42253
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,109980
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,119175
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,111618
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,111618
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,110657
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,72560
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForeachStatement.java,58461
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,145397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,151153
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,145397
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,151153
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,42253
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,109980
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,60081
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ForStatement.java,31811
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,302446
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,293917
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,282768
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,293917
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,302446
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,128840
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,109980
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,11431
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,8856
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,8145
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Initializer.java,167357
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Initializer.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Initializer.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,282141
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,305590
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,305590
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,282141
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,110987
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,47074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\InstanceOfExpression.java,47074
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IntLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IntLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IntLiteral.java,133738
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,286918
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,145077
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,247037
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,252555
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,118563
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,252555
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,118867
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,139621
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Javadoc.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocAllocationExpression.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocAllocationExpression.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocAllocationExpression.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocAllocationExpression.java,49994
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocAllocationExpression.java,50695
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocArgumentExpression.java,233187
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocArgumentExpression.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocArgumentExpression.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,65180
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,49994
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocFieldReference.java,50695
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocImplicitTypeReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocImplicitTypeReference.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,165900
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,65180
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,49994
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,50695
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,300031
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,292510
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,300031
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,281609
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,144949
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,281609
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,144950
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,49994
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocQualifiedTypeReference.java,50695
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocReturnStatement.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocReturnStatement.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleNameReference.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleNameReference.java,106545
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,281609
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,144949
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,281609
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,144950
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,86380
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,49994
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleTypeReference.java,50695
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LabeledStatement.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LabeledStatement.java,60081
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LabeledStatement.java,31811
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,159325
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,104202
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,8856
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LocalDeclaration.java,8145
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LongLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LongLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LongLiteral.java,133738
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\LongLiteral.java,97190
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MarkerAnnotation.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MarkerAnnotation.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,248897
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,248897
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,167217
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,149751
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,149751
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,159325
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,167217
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,133440
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,133440
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,133440
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MemberValuePair.java,126332
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,245007
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,277643
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,277643
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,245007
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,262717
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,259129
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,172189
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,165900
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,156736
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,126160
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,84416
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,76773
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,80780
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,293777
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,163194
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,283225
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,156736
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MethodDeclaration.java,22358
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NormalAnnotation.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NormalAnnotation.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NullLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\NullLiteral.java,157170
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OperatorExpression.java,161975
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OperatorExpression.java,161980
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OR_OR_Expression.java,299900
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OR_OR_Expression.java,299900
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OR_OR_Expression.java,282891
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\OR_OR_Expression.java,111898
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,292510
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,44984
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,159243
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,159245
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,159250
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,159325
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,105635
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,48976
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,105635
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,81544
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedQualifiedTypeReference.java,81544
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedSingleTypeReference.java,146556
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedSingleTypeReference.java,44984
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedSingleTypeReference.java,105635
