file,NOF_num,NOF_max,NOF_total,NSF_num,NSF_max,NSF_total,NOM_num,NOM_max,NOM_total,NSM_num,NSM_max,NSM_total,NOI,NOT,TLOC,num_of_bug,buggy,NOF_avg,NSF_avg,NOM_avg,NSM_avg
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0.0,False,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureCreator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,0.0,False,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\StructureDiffViewer.java,1,12,12,1,0,0,1,20,20,1,0,0,0,1,375,0.0,False,12.0,0.0,20.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\ZipFileStructureCreator.java,4,4,7,4,0,0,4,21,34,4,0,0,0,4,322,0.0,False,1.75,0.0,8.5,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\AbstractHandler.java,1,1,1,1,0,0,1,7,7,1,0,0,0,1,144,0.0,False,1.0,0.0,7.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\Category.java,1,1,1,1,0,0,1,7,7,1,0,0,0,1,203,1.0,True,1.0,0.0,7.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\CategoryEvent.java,1,1,1,1,0,0,1,1,1,1,0,0,0,1,62,0.0,False,1.0,0.0,1.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\Command.java,1,5,5,1,3,3,1,20,20,1,0,0,0,1,667,0.0,False,5.0,3.0,20.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\CommandEvent.java,1,1,1,1,3,3,1,4,4,1,0,0,0,1,123,0.0,False,1.0,3.0,4.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\CommandManager.java,2,7,7,2,0,0,2,16,20,2,0,0,0,2,466,0.0,False,3.5,0.0,10.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\CommandManagerEvent.java,1,4,4,1,2,2,1,7,7,1,0,0,0,1,192,0.0,False,4.0,2.0,7.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\AbstractBitSetEvent.java,1,1,1,1,0,0,1,0,0,1,0,0,0,1,30,0.0,False,1.0,0.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\AbstractNamedHandleEvent.java,1,0,0,1,4,4,1,3,3,1,0,0,0,1,95,0.0,False,0.0,4.0,3.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\CommandException.java,1,1,1,1,0,0,1,1,1,1,0,0,0,1,60,0.0,False,1.0,0.0,1.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\HandleObject.java,1,4,4,1,3,3,1,6,6,1,0,0,0,1,161,0.0,False,4.0,3.0,6.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\NamedHandleObject.java,1,2,2,1,0,0,1,2,2,1,0,0,0,1,76,0.0,False,2.0,0.0,2.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\common\NotDefinedException.java,1,0,0,1,1,1,1,0,0,1,0,0,0,1,40,0.0,False,0.0,1.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\Context.java,1,2,2,1,0,0,1,9,9,1,0,0,0,1,309,1.0,True,2.0,0.0,9.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\ContextEvent.java,1,1,1,1,1,1,1,2,2,1,0,0,0,1,85,0.0,False,1.0,1.0,2.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\ContextManager.java,1,4,4,1,1,1,1,10,10,1,0,0,0,1,279,0.0,False,4.0,1.0,10.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\ContextManagerEvent.java,1,3,3,1,2,2,1,6,6,1,0,0,0,1,164,0.0,False,3.0,2.0,6.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\IContextListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\contexts\IContextManagerListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ExecutionEvent.java,1,3,3,1,0,0,1,4,4,1,0,0,0,1,120,0.0,False,3.0,0.0,4.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ExecutionException.java,1,0,0,1,1,1,1,0,0,1,0,0,0,1,44,0.0,False,0.0,1.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\HandlerEvent.java,1,1,1,1,2,2,1,3,3,1,0,0,0,1,96,0.0,False,1.0,2.0,3.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ICategoryListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ICommandListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ICommandManagerListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IExecutionListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IHandler.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IHandlerAttributes.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IHandlerListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IParameter.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\IParameterValues.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\NotHandledException.java,1,0,0,1,1,1,1,0,0,1,0,0,0,1,42,0.0,False,0.0,1.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\AbstractOperation.java,1,2,2,1,0,0,1,14,14,1,0,0,0,1,210,0.0,False,2.0,0.0,14.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\DefaultOperationHistory.java,1,8,8,1,6,6,1,48,48,1,0,0,0,1,1395,1.0,True,8.0,6.0,48.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IAdvancedUndoableOperation.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\ICompositeOperation.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IOperationApprover.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IOperationHistory.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,673,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IOperationHistoryListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,1.0,True,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IUndoableOperation.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,242,0.0,False,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\IUndoContext.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1.0,True,,,,
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\LinearUndoEnforcer.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,54,1.0,True,0.0,0.0,2.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\LinearUndoViolationDetector.java,1,0,0,1,0,0,1,4,4,1,0,0,0,1,140,0.0,False,0.0,0.0,4.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\ObjectUndoContext.java,1,3,3,1,0,0,1,6,6,1,0,0,0,1,130,1.0,True,3.0,0.0,6.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\OperationHistoryEvent.java,1,3,3,1,10,10,1,3,3,1,0,0,0,1,196,0.0,False,3.0,10.0,3.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\OperationHistoryFactory.java,1,0,0,1,1,1,1,0,0,1,2,2,0,1,66,0.0,False,0.0,1.0,0.0,2.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\OperationStatus.java,1,0,0,1,4,4,1,0,0,1,0,0,0,1,71,0.0,False,0.0,4.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\TriggeredOperations.java,1,3,3,1,0,0,1,17,17,1,0,0,0,1,378,0.0,False,3.0,0.0,17.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\operations\UndoContext.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,55,1.0,True,0.0,0.0,2.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\Parameterization.java,1,3,3,1,3,3,1,5,5,1,0,0,0,1,167,1.0,True,3.0,3.0,5.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ParameterizedCommand.java,1,3,3,1,7,7,1,9,9,1,2,2,0,1,424,1.0,True,3.0,7.0,9.0,2.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\commands\ParameterValuesException.java,1,0,0,1,1,1,1,0,0,1,0,0,0,1,47,0.0,False,0.0,1.0,0.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\internal\commands\operations\GlobalUndoContext.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,38,2.0,True,0.0,0.0,2.0,0.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\internal\commands\util\Assert.java,1,0,0,1,0,0,1,0,0,1,4,4,0,1,90,0.0,False,0.0,0.0,0.0,4.0
eclipse\org.eclipse.core.commands\src\org\eclipse\core\internal\commands\util\Util.java,1,0,0,1,3,3,1,0,0,1,13,13,0,1,350,0.0,False,0.0,3.0,0.0,13.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\ElementHandler.java,1,0,0,1,1,1,1,2,2,1,1,1,0,1,74,0.0,False,0.0,1.0,2.0,1.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\EvaluationContext.java,1,4,4,1,0,0,1,7,7,1,0,0,0,1,144,0.0,False,4.0,0.0,7.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\EvaluationResult.java,1,1,1,1,9,9,1,4,4,1,2,2,0,1,254,0.0,False,1.0,9.0,4.0,2.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\Expression.java,1,0,0,1,3,3,1,3,3,1,0,0,0,1,66,0.0,False,0.0,3.0,3.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\ExpressionConverter.java,1,1,1,1,1,1,1,2,2,1,1,1,0,1,108,0.0,False,1.0,1.0,2.0,1.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\ExpressionTagNames.java,1,0,0,1,13,13,1,0,0,1,0,0,0,1,59,0.0,False,0.0,13.0,0.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\IEvaluationContext.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,0.0,False,,,,
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\IPropertyTester.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0.0,False,,,,
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\IVariableResolver.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0.0,False,,,,
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\expressions\PropertyTester.java,1,3,3,1,0,0,1,6,6,1,0,0,0,1,115,0.0,False,3.0,0.0,6.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\AdaptExpression.java,1,1,1,1,1,1,1,1,1,1,0,0,0,1,60,0.0,False,1.0,1.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\AndExpression.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,23,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\Assert.java,1,0,0,1,0,0,1,0,0,1,6,6,0,1,105,0.0,False,0.0,0.0,0.0,6.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\AssertionFailedException.java,1,0,0,1,1,1,1,0,0,1,0,0,0,1,43,0.0,False,0.0,1.0,0.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\CompositeExpression.java,1,1,1,1,1,1,1,4,4,1,0,0,0,1,68,0.0,False,1.0,1.0,4.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\CountExpression.java,1,2,2,1,6,6,1,2,2,1,0,0,0,1,86,0.0,False,2.0,6.0,2.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\DefaultVariable.java,1,3,3,1,0,0,1,7,7,1,0,0,0,1,95,0.0,False,3.0,0.0,7.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\EnablementExpression.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,36,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\EqualsExpression.java,1,1,1,1,0,0,1,1,1,1,0,0,0,1,39,0.0,False,1.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\ExpressionMessages.java,1,0,0,1,15,15,1,0,0,1,0,0,0,1,41,0.0,False,0.0,15.0,0.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\ExpressionPlugin.java,1,1,1,1,1,1,1,3,3,1,2,2,0,1,53,0.0,False,1.0,1.0,3.0,2.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\Expressions.java,1,0,0,1,2,2,1,0,0,1,11,11,0,1,188,0.0,False,0.0,2.0,0.0,11.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\ExpressionStatus.java,1,0,0,1,15,15,1,0,0,1,0,0,0,1,92,0.0,False,0.0,15.0,0.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\InstanceofExpression.java,1,1,1,1,0,0,1,2,2,1,0,0,0,1,50,0.0,False,1.0,0.0,2.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\IterateExpression.java,2,4,7,2,3,3,2,11,20,2,0,0,0,2,130,0.0,False,3.5,1.5,10.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\Messages.java,1,0,0,1,0,0,1,0,0,1,2,2,0,1,33,0.0,False,0.0,0.0,0.0,2.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\NotExpression.java,1,1,1,1,0,0,1,1,1,1,0,0,0,1,31,0.0,False,1.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\OrExpression.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,23,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\Property.java,1,4,4,1,0,0,1,7,7,1,0,0,0,1,65,0.0,False,4.0,0.0,7.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\PropertyCache.java,1,1,1,1,1,1,1,4,4,1,0,0,0,1,42,0.0,False,1.0,1.0,4.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\PropertyTesterDescriptor.java,1,3,3,1,3,3,1,8,8,1,0,0,0,1,98,0.0,False,3.0,3.0,8.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\ResolveExpression.java,1,2,2,1,2,2,1,1,1,1,0,0,0,1,43,0.0,False,2.0,2.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\StandardElementHandler.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,68,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\SystemTestExpression.java,1,2,2,1,1,1,1,2,2,1,0,0,0,1,55,0.0,False,2.0,1.0,2.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\TestExpression.java,1,4,4,1,3,3,1,2,2,1,0,0,0,1,84,0.0,False,4.0,3.0,2.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\TypeExtension.java,1,4,4,1,3,3,1,7,7,1,0,0,0,1,146,0.0,False,4.0,3.0,7.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\TypeExtensionManager.java,1,4,4,1,3,3,1,10,10,1,0,0,0,1,188,0.0,False,4.0,3.0,10.0,0.0
eclipse\org.eclipse.core.expressions\src\org\eclipse\core\internal\expressions\WithExpression.java,1,1,1,1,1,1,1,1,1,1,0,0,0,1,39,0.0,False,1.0,1.0,1.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\FileBuffers.java,1,0,0,1,0,0,1,0,0,1,4,4,0,1,131,0.0,False,0.0,0.0,0.0,4.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IAnnotationModelFactory.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IDocumentFactory.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IDocumentSetupParticipant.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IFileBuffer.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IFileBufferListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IFileBufferManager.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IFileBufferStatusCodes.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IPersistableAnnotationModel.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\IStateValidationSupport.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\ISynchronizationContext.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\ITextFileBuffer.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\ITextFileBufferManager.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\ContainerCreator.java,1,3,3,1,0,0,1,6,6,1,0,0,0,1,167,0.0,False,3.0,0.0,6.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\ConvertLineDelimitersOperation.java,1,1,1,1,0,0,1,2,2,1,0,0,0,1,92,0.0,False,1.0,0.0,2.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\FileBufferOperationRunner.java,1,5,5,1,0,0,1,16,16,1,0,0,0,1,306,0.0,False,5.0,0.0,16.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\FileBuffersMessages.java,1,0,0,1,12,12,1,0,0,1,0,0,0,1,43,0.0,False,0.0,12.0,0.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\IFileBufferOperation.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0.0,False,,,,
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\MultiTextEditWithProgress.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,85,0.0,False,2.0,0.0,4.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\RemoveTrailingWhitespaceOperation.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,91,0.0,False,0.0,0.0,2.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\filebuffers\manipulation\TextFileBufferOperation.java,1,2,2,1,0,0,1,7,7,1,0,0,0,1,147,0.0,False,2.0,0.0,7.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\AbstractFileBuffer.java,1,0,0,1,0,0,1,7,7,1,0,0,0,1,75,0.0,False,0.0,0.0,7.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\DefaultDocumentFactory.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,32,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\DocumentInputStream.java,3,6,7,3,0,0,3,9,14,3,0,0,0,3,180,0.0,False,2.3333333333333335,0.0,4.666666666666667,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\DocumentReader.java,3,6,7,3,0,0,3,9,14,3,0,0,0,3,187,1.0,True,2.3333333333333335,0.0,4.666666666666667,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\ExtensionsRegistry.java,2,8,9,2,1,1,2,24,28,2,0,0,0,2,556,0.0,False,4.5,0.5,14.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\FileBuffersMessages.java,1,0,0,1,17,17,1,0,0,1,0,0,0,1,48,0.0,False,0.0,17.0,0.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\FileBuffersPlugin.java,1,1,1,1,2,2,1,1,1,1,1,1,0,1,61,0.0,False,1.0,2.0,1.0,1.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\JavaFileBuffer.java,1,8,8,1,0,0,1,29,29,1,0,0,0,1,267,0.0,False,8.0,0.0,29.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\JavaTextFileBuffer.java,2,6,6,2,6,6,2,21,23,2,0,0,0,2,574,0.0,False,3.0,3.0,11.5,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\NLSUtility.java,1,0,0,1,0,0,1,0,0,1,2,2,0,1,47,0.0,False,0.0,0.0,0.0,2.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\Progress.java,1,0,0,1,0,0,1,0,0,1,3,3,0,1,34,0.0,False,0.0,0.0,0.0,3.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\ResourceFileBuffer.java,3,11,12,3,0,0,3,43,53,3,0,0,0,3,518,0.0,False,4.0,0.0,17.666666666666668,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\ResourceTextFileBuffer.java,2,6,6,2,7,7,2,20,22,2,0,0,0,2,540,1.0,True,3.0,3.5,11.0,0.0
eclipse\org.eclipse.core.filebuffers\src\org\eclipse\core\internal\filebuffers\TextFileBufferManager.java,2,4,4,2,0,0,2,50,51,2,0,0,0,2,587,1.0,True,2.0,0.0,25.5,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\AbstractDataTree.java,1,1,1,1,1,1,1,23,23,1,2,2,0,1,330,0.0,False,1.0,1.0,23.0,2.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\AbstractDataTreeNode.java,1,2,2,1,5,5,1,28,28,1,6,6,0,1,556,0.0,False,2.0,5.0,28.0,6.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataDeltaNode.java,1,0,0,1,0,0,1,7,7,1,0,0,0,1,114,0.0,False,0.0,0.0,7.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTree.java,1,1,1,1,0,0,1,17,17,1,0,0,0,1,281,0.0,False,1.0,0.0,17.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeLookup.java,1,4,4,1,3,3,1,0,0,1,2,2,0,1,80,0.0,False,4.0,3.0,0.0,2.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeNode.java,1,1,1,1,0,0,1,15,15,1,2,2,0,1,364,0.0,False,1.0,0.0,15.0,2.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeReader.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,140,0.0,False,2.0,0.0,4.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeWriter.java,1,2,2,1,1,1,1,4,4,1,0,0,0,1,186,0.0,False,2.0,1.0,4.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DeletedNode.java,1,0,0,1,0,0,1,11,11,1,0,0,0,1,120,0.0,False,0.0,0.0,11.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DeltaDataTree.java,1,2,2,1,0,0,1,46,46,1,1,1,0,1,960,0.0,False,2.0,0.0,46.0,1.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\IComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.0,False,,,,
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\IDataFlattener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0.0,False,,,,
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\NoDataDeltaNode.java,1,0,0,1,0,0,1,8,8,1,0,0,0,1,125,0.0,False,0.0,0.0,8.0,0.0
eclipse\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\NodeComparison.java,1,4,4,1,3,3,1,7,7,1,0,0,0,1,135,0.0,False,4.0,3.0,7.0,0.0
