file,NOF_num,NOF_max,NOF_total,NSF_num,NSF_max,NSF_total,NOM_num,NOM_max,NOM_total,NSM_num,NSM_max,NSM_total,NOI,NOT,TLOC,num_of_bug,buggy,NOF_avg,NSF_avg,NOM_avg,NSM_avg
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\AntPropertyValueProvider.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,59,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\AntSecurityManager.java,1,3,3,1,1,1,1,34,34,1,0,0,0,1,373,0.0,False,3.0,1.0,34.0,0.0
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\contentDescriber\AntBuildfileContentDescriber.java,1,0,0,1,0,0,1,4,4,1,0,0,0,1,115,1.0,True,0.0,0.0,4.0,0.0
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\contentDescriber\AntHandler.java,2,5,5,2,4,5,2,9,9,2,0,0,0,2,182,0.0,False,2.5,2.5,4.5,0.0
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\IAntCoreConstants.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0.0,False,,,,
eclipse\org.eclipse.ant.core\src\org\eclipse\ant\internal\core\InternalCoreAntMessages.java,1,0,0,1,13,13,1,0,0,1,0,0,0,1,35,1.0,True,0.0,13.0,0.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\DemuxInputStreamSetter.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,26,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\EclipseDefaultExecutor.java,1,0,0,1,1,1,1,2,2,1,0,0,0,1,41,0.0,False,0.0,1.0,2.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\EclipseSingleCheckExecutor.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,39,0.0,False,0.0,0.0,2.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\ExecutorSetter.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,26,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\FailInputHandler.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,29,1.0,True,0.0,0.0,2.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\InputHandlerSetter.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,44,1.0,True,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\InternalAntMessages.java,1,0,0,1,65,65,1,0,0,1,0,0,0,1,88,1.0,True,0.0,65.0,0.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\InternalAntRunner.java,1,25,25,1,0,0,1,57,57,1,0,0,0,1,1487,0.0,False,25.0,0.0,57.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\InternalProject.java,1,1,1,1,0,0,1,5,5,1,0,0,0,1,179,0.0,False,1.0,0.0,5.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\InternalProject2.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,31,1.0,True,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\NullInputHandler.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,33,0.0,False,0.0,0.0,1.0,0.0
eclipse\org.eclipse.ant.core\src_ant\org\eclipse\ant\internal\core\ant\ProgressBuildListener.java,2,8,12,2,0,0,2,20,28,2,0,0,0,2,315,1.0,True,6.0,0.0,14.0,0.0
eclipse\org.eclipse.ant.ui\Ant Editor Content Assist Dev\TaskXMLFileMerger.java,1,3,3,1,16,16,1,11,11,1,1,1,0,1,336,0.0,False,3.0,16.0,11.0,1.0
eclipse\org.eclipse.ant.ui\Ant Editor\org\eclipse\ant\internal\ui\dtd\AntDTDMessages.java,1,0,0,1,3,3,1,0,0,1,0,0,0,1,24,1.0,True,0.0,3.0,0.0,0.0
eclipse\org.eclipse.ant.ui\Ant Editor\org\eclipse\ant\internal\ui\dtd\IAtom.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0.0,False,,,,
eclipse\org.eclipse.ant.ui\Ant Editor\org\eclipse\ant\internal\ui\dtd\IAttribute.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0.0,False,,,,
