NOT,NOI,TLOC,ACD,NSM,NSF,NOM,NOF,MLOC_total,MLOC_max,NBD_total,NBD_max,PAR_total,PAR_max,VG_total,VG_max,FOUT_total,FOUT_max,file,pre,post,MLOC_avg,NBD_avg,PAR_avg,VG_avg,FOUT_avg
1,0,117,0,0,0,13,0,126,57,8,4,10,4,36,16,26,7,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceField.java,0.0,0.0,9.692307692307692,0.6153846153846154,0.7692307692307693,2.769230769230769,2.0
0,1,4,0,0,0,1,0,1,1,-1,-1,1,1,1,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IBufferChangedListener.java,0.0,0.0,1.0,-1.0,1.0,1.0,0.0
1,0,365,1,0,2,23,24,312,52,26,4,20,4,104,17,53,10,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\CompilationResult.java,0.0,0.0,13.565217391304348,1.1304347826086956,0.8695652173913043,4.521739130434782,2.3043478260869565
1,0,30,0,0,0,7,1,23,5,0,0,9,3,7,1,3,3,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnKeyword3.java,0.0,0.0,3.2857142857142856,0.0,1.2857142857142858,1.0,0.42857142857142855
1,0,71,0,0,0,9,1,52,20,3,2,8,2,16,4,25,12,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ClassFileWorkingCopy.java,0.0,0.0,5.777777777777778,0.3333333333333333,0.8888888888888888,1.7777777777777777,2.7777777777777777
1,0,33,0,0,0,8,2,25,4,0,0,10,3,8,1,4,3,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnKeyword1.java,0.0,0.0,3.125,0.0,1.25,1.0,0.5
1,0,271,0,2,0,12,13,197,73,18,6,20,4,68,27,34,8,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\Engine.java,21.0,0.0,16.416666666666668,1.5,1.6666666666666667,5.666666666666667,2.8333333333333335
1,0,24,0,0,0,5,2,17,5,0,0,6,3,5,1,4,4,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnKeyword2.java,0.0,0.0,3.4,0.0,1.2,1.0,0.8
1,0,132,0,0,0,5,0,114,87,7,5,2,2,34,25,49,38,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CommitWorkingCopyOperation.java,0.0,0.0,22.8,1.4,0.4,6.8,9.8
1,0,84,0,1,2,12,3,68,12,7,3,11,3,19,3,24,7,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ThrowStatement.java,0.0,0.0,5.666666666666667,0.5833333333333334,0.9166666666666666,1.5833333333333333,2.0
1,0,27,0,0,0,5,1,23,8,1,1,7,4,6,2,2,2,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ResolvedBinaryField.java,0.0,0.0,4.6,0.2,1.4,1.2,0.4
1,0,17,0,0,1,3,1,13,7,1,1,4,3,5,3,7,7,eclipse\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\comment\JavaDocLine.java,0.0,0.0,4.333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335
1,0,68,0,1,0,14,0,58,11,2,1,31,6,22,4,13,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ThisReference.java,0.0,0.0,4.142857142857143,0.14285714285714285,2.2142857142857144,1.5714285714285714,0.9285714285714286
1,0,1317,0,0,0,49,6,1361,277,98,9,54,3,439,81,193,16,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultBindingResolver.java,14.0,14.0,27.775510204081634,2.0,1.1020408163265305,8.959183673469388,3.938775510204082
1,0,335,0,0,2,30,12,294,61,26,4,6,2,90,19,79,32,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MethodBinding.java,1.0,6.0,9.8,0.8666666666666667,0.2,3.0,2.6333333333333333
1,0,20,0,0,0,2,0,9,6,1,1,8,7,3,2,1,1,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CommentRecorderScanner.java,0.0,0.0,4.5,0.5,4.0,1.5,0.5
1,0,634,0,0,3,29,12,500,89,43,7,36,4,204,44,108,17,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\BlockScope.java,1.0,0.0,17.24137931034483,1.4827586206896552,1.2413793103448276,7.0344827586206895,3.7241379310344827
1,0,1459,1,1,0,64,12,1263,133,87,6,66,6,347,35,245,18,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\SourceElementParser.java,0.0,13.0,19.734375,1.359375,1.03125,5.421875,3.828125
1,0,90,0,0,0,11,1,84,53,3,3,11,1,44,34,16,7,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTSyntaxErrorPropagator.java,0.0,0.0,7.636363636363637,0.2727272727272727,1.0,4.0,1.4545454545454546
1,0,64,0,0,4,9,6,53,22,2,1,12,4,14,5,8,4,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnQualifiedTypeReference.java,0.0,0.0,5.888888888888889,0.2222222222222222,1.3333333333333333,1.5555555555555556,0.8888888888888888
1,0,24,0,0,1,2,1,8,4,0,0,2,1,2,1,3,2,eclipse\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\comment\Java2HTMLEntityReader.java,0.0,0.0,4.0,0.0,1.0,1.0,1.5
0,1,204,0,0,201,0,201,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\Opcodes.java,0.0,0.0,,,,,
1,0,28,0,0,0,2,2,7,4,0,0,2,1,2,1,5,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\SyntheticArgumentBinding.java,0.0,0.0,3.5,0.0,1.0,1.0,2.5
1,0,327,0,0,0,24,8,278,55,22,4,33,3,102,25,92,20,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JavaElementDeltaBuilder.java,0.0,0.0,11.583333333333334,0.9166666666666666,1.375,4.25,3.8333333333333335
1,0,16,0,0,0,3,1,10,4,0,0,4,4,3,1,2,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ImportConflictBinding.java,0.0,0.0,3.3333333333333335,0.0,1.3333333333333333,1.0,0.6666666666666666
1,0,120,0,0,1,10,5,98,19,8,2,6,2,32,6,13,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\HashtableOfIntValues.java,0.0,0.0,9.8,0.8,0.6,3.2,1.3
1,0,165,0,1,6,21,9,130,30,8,3,13,3,36,7,54,15,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EnumConstantDeclaration.java,21.0,0.0,6.190476190476191,0.38095238095238093,0.6190476190476191,1.7142857142857142,2.5714285714285716
1,0,101,0,1,3,14,5,79,12,8,3,12,3,22,3,31,10,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SwitchStatement.java,0.0,0.0,5.642857142857143,0.5714285714285714,0.8571428571428571,1.5714285714285714,2.2142857142857144
1,0,891,0,0,0,27,2,809,155,49,6,21,3,345,97,217,34,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ClassScope.java,1.0,0.0,29.962962962962962,1.8148148148148149,0.7777777777777778,12.777777777777779,8.037037037037036
1,0,9,0,0,0,1,2,4,4,0,0,2,2,1,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\CachedIndexEntry.java,0.0,0.0,4.0,0.0,2.0,1.0,0.0
1,0,146,0,1,5,18,8,118,21,11,3,16,3,31,5,40,10,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ImportDeclaration.java,21.0,0.0,6.555555555555555,0.6111111111111112,0.8888888888888888,1.7222222222222223,2.2222222222222223
1,0,35,0,0,0,4,1,28,19,4,4,1,1,8,5,4,4,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\BatchOperation.java,0.0,0.0,7.0,1.0,0.25,2.0,1.0
1,0,86,0,0,3,9,5,73,16,6,2,16,3,22,4,20,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Wildcard.java,0.0,0.0,8.11111111111111,0.6666666666666666,1.7777777777777777,2.4444444444444446,2.2222222222222223
1,0,822,0,0,7,27,14,739,95,72,7,111,8,226,23,199,22,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\NameLookup.java,0.0,0.0,27.37037037037037,2.6666666666666665,4.111111111111111,8.37037037037037,7.37037037037037
1,0,22,0,0,0,4,2,17,7,0,0,2,2,4,1,3,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\EnumConstantSignature.java,0.0,0.0,4.25,0.0,0.5,1.0,0.75
1,0,184,0,0,0,7,7,127,51,7,3,19,5,40,14,38,13,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\IfStatement.java,0.0,13.0,18.142857142857142,1.0,2.7142857142857144,5.714285714285714,5.428571428571429
0,1,20,0,0,0,17,0,17,1,-17,-1,10,2,17,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\jdom\IDOMFactory.java,0.0,0.0,1.0,-1.0,0.5882352941176471,1.0,0.0
1,0,40,0,0,0,2,3,8,5,0,0,8,8,2,1,0,0,eclipse\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetCompiler.java,21.0,0.0,4.0,0.0,4.0,1.0,0.0
1,0,698,0,8,0,43,22,596,191,30,6,36,3,244,54,113,21,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\ClassFileReader.java,63.0,0.0,13.86046511627907,0.6976744186046512,0.8372093023255814,5.674418604651163,2.627906976744186
1,0,192,0,4,8,9,10,142,40,13,5,12,2,64,20,25,7,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\ReferenceCollection.java,21.0,0.0,15.777777777777779,1.4444444444444444,1.3333333333333333,7.111111111111111,2.7777777777777777
1,0,353,0,1,13,34,19,285,39,21,2,21,3,82,9,95,24,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TypeDeclaration.java,21.0,0.0,8.382352941176471,0.6176470588235294,0.6176470588235294,2.411764705882353,2.7941176470588234
1,0,104,0,0,0,18,2,95,16,6,3,18,6,24,4,27,6,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMInitializer.java,0.0,0.0,5.277777777777778,0.3333333333333333,1.0,1.3333333333333333,1.5
1,0,25,0,0,0,3,1,15,8,1,1,6,4,7,3,5,4,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\SubTypeSearchJob.java,0.0,0.0,5.0,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667
1,0,250,0,0,0,18,5,229,80,17,4,28,3,82,24,40,6,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredBlock.java,21.0,0.0,12.722222222222221,0.9444444444444444,1.5555555555555556,4.555555555555555,2.2222222222222223
1,0,303,0,3,0,19,0,288,60,21,4,17,5,94,24,84,16,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\Member.java,0.0,0.0,15.157894736842104,1.105263157894737,0.8947368421052632,4.947368421052632,4.421052631578948
1,0,679,0,0,0,14,0,702,192,30,5,48,8,202,43,99,20,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\EqualExpression.java,0.0,21.0,50.142857142857146,2.142857142857143,3.4285714285714284,14.428571428571429,7.071428571428571
1,0,1142,0,63,3,63,3,805,86,51,4,174,7,367,37,54,2,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\core\compiler\CharOperation.java,0.0,0.0,12.777777777777779,0.8095238095238095,2.761904761904762,5.825396825396825,0.8571428571428571
0,1,31,0,0,7,19,7,19,1,-19,-1,7,1,19,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\jdom\IDOMNode.java,0.0,0.0,1.0,-1.0,0.3684210526315789,1.0,0.0
1,0,26,0,0,0,5,3,17,4,0,0,3,2,5,1,6,3,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\IndexRequest.java,0.0,0.0,3.4,0.0,0.6,1.0,1.2
0,1,7,0,0,0,4,0,4,1,-4,-1,0,0,4,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IAnnotation.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,59,0,0,0,5,2,49,32,4,3,7,2,12,7,11,6,eclipse\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetEnvironment.java,0.0,0.0,9.8,0.8,1.4,2.4,2.2
1,0,121,0,1,3,14,6,100,21,11,3,12,3,27,5,34,8,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\QualifiedType.java,21.0,0.0,7.142857142857143,0.7857142857142857,0.8571428571428571,1.9285714285714286,2.4285714285714284
1,0,444,1,0,0,16,18,353,102,35,6,16,5,80,19,97,24,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\DeltaProcessingState.java,0.0,0.0,22.0625,2.1875,1.0,5.0,6.0625
1,0,366,1,6,0,21,3,362,58,32,6,58,9,146,27,82,11,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CastExpression.java,1.0,0.0,17.238095238095237,1.5238095238095237,2.761904761904762,6.9523809523809526,3.9047619047619047
1,0,122,0,1,3,15,5,102,21,11,3,12,3,28,5,35,8,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\FieldAccess.java,0.0,0.0,6.8,0.7333333333333333,0.8,1.8666666666666667,2.3333333333333335
1,0,35,0,0,0,4,1,29,16,2,2,9,4,10,7,8,5,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocSingleNameReference.java,0.0,0.0,7.25,0.5,2.25,2.5,2.0
1,0,77,0,0,1,6,3,53,16,3,2,5,2,27,10,9,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\AccessRuleSet.java,0.0,0.0,8.833333333333334,0.5,0.8333333333333334,4.5,1.5
1,0,39,0,0,0,4,4,22,9,0,0,6,4,13,5,7,3,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\ClasspathMultiDirectory.java,0.0,0.0,5.5,0.0,1.5,3.25,1.75
1,0,128,0,0,0,8,2,114,45,7,3,8,2,42,20,34,14,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\AnnotationMethodDeclaration.java,0.0,0.0,14.25,0.875,1.0,5.25,4.25
1,0,186,0,0,1,15,4,157,50,11,3,9,2,51,13,23,3,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CommentRecorderParser.java,0.0,3.0,10.466666666666667,0.7333333333333333,0.6,3.4,1.5333333333333334
1,0,2978,15,14,46,105,73,2168,104,182,6,122,4,565,31,728,37,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JavaModelManager.java,8.0,13.0,20.64761904761905,1.7333333333333334,1.161904761904762,5.380952380952381,6.933333333333334
1,0,19,0,0,0,4,2,12,3,0,0,1,1,4,1,1,1,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceFieldElementInfo.java,0.0,0.0,3.0,0.0,0.25,1.0,0.25
1,0,341,1,0,3,25,11,316,41,31,3,24,3,83,14,55,13,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\Buffer.java,0.0,0.0,12.64,1.24,0.96,3.32,2.2
0,1,7,0,0,0,2,2,2,1,-2,-1,0,0,2,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IClasspathAttribute.java,21.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,168,0,0,0,8,2,128,48,12,4,12,2,37,13,39,13,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\JavaSearchNameEnvironment.java,0.0,0.0,16.0,1.5,1.5,4.625,4.875
1,0,796,0,0,0,48,10,751,85,60,4,31,4,288,32,166,19,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ParameterizedTypeBinding.java,0.0,13.0,15.645833333333334,1.25,0.6458333333333334,6.0,3.4583333333333335
0,1,6,0,0,0,3,0,3,1,-3,-1,0,0,3,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\IBinaryNestedType.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,43,0,0,0,6,5,28,13,2,2,3,3,8,3,4,4,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\ExceptionTableEntry.java,0.0,0.0,4.666666666666667,0.3333333333333333,0.5,1.3333333333333333,0.6666666666666666
0,1,4,0,0,0,1,0,1,1,-1,-1,0,0,1,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IPackageDeclaration.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,13,0,0,0,2,0,9,6,0,0,5,3,2,1,3,3,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnMemberValueName.java,0.0,0.0,4.5,0.0,2.5,1.0,1.5
1,0,39,0,0,0,8,6,28,6,-1,0,5,4,10,3,1,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\VariableBinding.java,0.0,0.0,3.5,-0.125,0.625,1.25,0.125
1,0,65,1,1,2,7,4,43,10,4,1,4,1,13,3,19,7,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\BufferManager.java,0.0,0.0,6.142857142857143,0.5714285714285714,0.5714285714285714,1.8571428571428572,2.7142857142857144
0,1,6,0,0,0,3,0,3,1,-3,-1,2,1,3,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IConstantPool.java,0.0,0.0,1.0,-1.0,0.6666666666666666,1.0,0.0
0,1,14,0,0,0,11,0,11,1,-11,-1,0,0,11,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IFieldInfo.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,56,0,0,0,9,2,39,10,1,1,5,2,14,4,13,10,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\compiler\ReconcileContext.java,0.0,0.0,4.333333333333333,0.1111111111111111,0.5555555555555556,1.5555555555555556,1.4444444444444444
1,0,67,0,0,0,7,1,53,14,3,1,12,4,15,7,6,3,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CreateTypeHierarchyOperation.java,0.0,0.0,7.571428571428571,0.42857142857142855,1.7142857142857142,2.142857142857143,0.8571428571428571
1,0,50,0,0,0,4,0,37,23,3,3,10,5,8,5,8,4,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\select\SelectionOnParameterizedQualifiedTypeReference.java,0.0,0.0,9.25,0.75,2.5,2.0,2.0
1,0,55,0,0,0,4,0,43,38,3,5,7,5,19,16,15,15,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\AndPattern.java,0.0,0.0,10.75,0.75,1.75,4.75,3.75
1,0,150,0,0,10,17,21,116,44,4,3,14,4,35,13,11,8,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\InternalCompletionProposal.java,0.0,0.0,6.823529411764706,0.23529411764705882,0.8235294117647058,2.0588235294117645,0.6470588235294118
1,0,30,0,0,0,4,1,15,6,0,0,3,2,6,3,4,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ParameterizedFieldBinding.java,0.0,0.0,3.75,0.0,0.75,1.5,1.0
0,1,4,0,0,0,1,0,1,1,-1,-1,1,1,1,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IImportContainer.java,0.0,0.0,1.0,-1.0,1.0,1.0,0.0
1,0,408,0,0,0,32,4,328,55,24,4,169,25,87,12,71,6,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMBuilder.java,0.0,0.0,10.25,0.75,5.28125,2.71875,2.21875
1,0,106,0,1,22,15,24,68,12,4,2,12,3,19,3,24,8,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TagElement.java,0.0,0.0,4.533333333333333,0.26666666666666666,0.8,1.2666666666666666,1.6
1,0,7,0,0,0,1,0,4,4,0,0,0,0,1,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JarPackageFragmentRootInfo.java,0.0,0.0,4.0,0.0,0.0,1.0,0.0
1,0,16,0,0,0,4,1,12,3,0,0,1,1,4,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceMethodInfo.java,0.0,0.0,3.0,0.0,0.25,1.0,0.0
0,1,76,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\ClassFileConstants.java,0.0,0.0,,,,,
1,0,34,0,0,0,3,2,26,13,2,1,5,2,7,3,14,12,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\VerboseElementCache.java,0.0,0.0,8.666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,4.666666666666667
1,0,69,0,0,0,7,2,59,21,8,3,12,4,18,7,17,9,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocArgumentExpression.java,0.0,0.0,8.428571428571429,1.1428571428571428,1.7142857142857142,2.5714285714285716,2.4285714285714284
1,0,191,0,0,0,10,5,166,63,11,5,16,3,68,24,45,17,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ReturnStatement.java,0.0,11.0,16.6,1.1,1.6,6.8,4.5
0,1,9,0,0,0,4,0,4,1,-4,-1,0,0,4,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IJavaModelStatus.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,128,0,0,0,10,4,116,51,9,2,7,3,38,17,34,9,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\CaptureBinding.java,0.0,12.0,11.6,0.9,0.7,3.8,3.4
1,0,169,0,0,2,11,5,160,49,15,7,4,1,48,20,21,10,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\BranchLabel.java,7.0,3.0,14.545454545454545,1.3636363636363635,0.36363636363636365,4.363636363636363,1.9090909090909092
1,0,15,0,0,1,2,2,7,4,0,0,5,3,2,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\AbortCompilationUnit.java,0.0,0.0,3.5,0.0,2.5,1.0,0.0
1,0,56,0,0,0,8,7,38,17,1,1,3,3,10,3,4,4,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\LocalVariableTypeTableEntry.java,0.0,0.0,4.75,0.125,0.375,1.25,0.5
1,0,156,0,1,1,12,8,119,21,11,3,13,3,40,7,32,12,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\ClasspathJar.java,0.0,0.0,9.916666666666666,0.9166666666666666,1.0833333333333333,3.3333333333333335,2.6666666666666665
1,0,57,0,1,0,13,1,53,12,3,3,3,1,16,3,9,3,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Annotation.java,0.0,0.0,4.076923076923077,0.23076923076923078,0.23076923076923078,1.2307692307692308,0.6923076923076923
1,0,83,0,0,0,14,2,70,10,4,1,15,6,18,2,19,5,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMImport.java,0.0,0.0,5.0,0.2857142857142857,1.0714285714285714,1.2857142857142858,1.3571428571428572
1,0,22,0,0,0,3,1,14,7,0,0,4,2,4,2,3,3,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\PackageDeclarationPattern.java,0.0,3.0,4.666666666666667,0.0,1.3333333333333333,1.3333333333333333,1.0
1,0,61,0,1,0,7,3,46,26,2,2,8,3,23,17,5,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ElementValuePair.java,0.0,0.0,6.571428571428571,0.2857142857142857,1.1428571428571428,3.2857142857142856,0.7142857142857143
0,1,134,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\JavadocTagConstants.java,0.0,0.0,,,,,
1,0,147,0,0,0,22,1,66,3,0,0,4,2,22,1,3,3,eclipse\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetSkeleton.java,63.0,0.0,3.0,0.0,0.18181818181818182,1.0,0.13636363636363635
1,0,15,0,0,1,4,1,11,3,0,0,1,1,4,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceConstructorInfo.java,0.0,0.0,2.75,0.0,0.25,1.0,0.0
1,0,102,0,0,0,16,1,93,27,7,3,9,2,26,7,21,6,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\jdom\DOMCompilationUnit.java,0.0,0.0,5.8125,0.4375,0.5625,1.625,1.3125
1,0,49,0,0,2,4,5,33,24,2,2,3,3,7,4,4,4,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\StackMapAttribute.java,0.0,0.0,8.25,0.5,0.75,1.75,1.0
1,0,4702,0,0,0,159,12,4670,285,294,7,223,4,1232,51,1165,48,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTConverter.java,1.0,13.0,29.371069182389938,1.849056603773585,1.4025157232704402,7.748427672955975,7.327044025157233
1,0,432,0,0,0,142,0,429,6,1,1,141,1,143,2,139,2,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultASTVisitor.java,0.0,0.0,3.0211267605633805,0.007042253521126761,0.9929577464788732,1.0070422535211268,0.9788732394366197
1,0,809,3,0,2,88,4,776,101,45,6,114,5,221,22,293,33,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnit.java,1.0,1.0,8.818181818181818,0.5113636363636364,1.2954545454545454,2.5113636363636362,3.3295454545454546
0,1,16,0,0,0,13,0,13,1,-13,-1,0,0,13,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IMethodInfo.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,191,0,0,0,11,1,168,45,12,4,15,2,42,12,66,18,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\NamedMember.java,0.0,0.0,15.272727272727273,1.0909090909090908,1.3636363636363635,3.8181818181818183,6.0
0,1,25,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IConstantPoolConstant.java,0.0,0.0,,,,,
