file,num_of_anony,num_of_interface,num_of_class,line_of_code
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\BufferedResourceNode.java,??,0,1,117
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ChangePropertyAction.java,??,0,1,53
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ColorEditor.java,??,0,1,122
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareAction.java,??,0,1,54
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareDialog.java,??,0,1,122
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareEditor.java,??,0,1,177
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareEditorContributor.java,??,0,1,104
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareMessages.java,??,0,1,32
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareNavigator.java,??,0,1,179
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ComparePreferencePage.java,??,0,2,356
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareUIPlugin.java,??,0,1,879
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\CompareWithEditionAction.java,??,0,1,20
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\DiffImage.java,??,0,1,78
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\DocLineComparator.java,??,0,1,191
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\DocumentManager.java,??,0,1,65
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\EditionAction.java,??,0,2,267
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ExceptionHandler.java,??,0,1,133
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ICompareContextIds.java,??,1,0,53
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\IgnoreWhiteSpaceAction.java,??,0,1,26
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageCanvas.java,??,0,1,142
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageMergeViewer.java,??,0,1,144
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageMergeViewerCreator.java,??,0,1,30
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\INavigatable.java,??,1,0,21
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\IOpenable.java,??,1,0,24
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ISavable.java,??,1,0,19
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\IStructureCreatorDescriptor.java,??,1,0,33
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\IViewerDescriptor.java,??,1,0,41
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ListContentProvider.java,??,0,1,47
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ListDialog.java,??,0,1,90
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeSourceViewer.java,??,0,2,392
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeViewerAction.java,??,0,1,43
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeViewerContentProvider.java,??,0,1,162
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\NullViewer.java,??,0,1,35
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\OverlayPreferenceStore.java,??,0,4,451
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\CompareWithPatchAction.java,??,0,2,160
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Diff.java,??,0,1,102
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Hunk.java,??,0,1,132
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\InputPatchPage.java,??,0,1,522
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\LineReader.java,??,0,1,132
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Patcher.java,??,0,1,1055
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchErrorDialog.java,??,0,1,19
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchMessages.java,??,0,1,32
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchWizard.java,??,0,1,151
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PreviewPatchPage.java,??,0,2,729
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ReplaceWithEditionAction.java,??,0,1,20
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ReplaceWithPreviousEditionAction.java,??,0,1,21
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ResizableDialog.java,??,0,1,161
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ResourceCompareInput.java,??,0,2,341
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ShowPseudoConflicts.java,??,0,1,26
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\SimpleTextViewer.java,??,0,1,65
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\TabFolderLayout.java,??,0,1,53
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\TextMergeViewerCreator.java,??,0,1,31
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\TextViewerCreator.java,??,0,1,32
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\TimeoutContext.java,??,0,4,384
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\TokenComparator.java,??,0,1,176
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\Utilities.java,??,0,1,401
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ViewerDescriptor.java,??,0,1,64
plugins\org.eclipse.compare\compare\org\eclipse\compare\internal\ViewerSwitchingCancelled.java,??,0,1,17
plugins\org.eclipse.compare\compare\org\eclipse\compare\IPropertyChangeNotifier.java,??,1,0,41
plugins\org.eclipse.compare\compare\org\eclipse\compare\IStreamContentAccessor.java,??,1,0,36
plugins\org.eclipse.compare\compare\org\eclipse\compare\ITypedElement.java,??,1,0,68
plugins\org.eclipse.compare\compare\org\eclipse\compare\IViewerCreator.java,??,1,0,34
plugins\org.eclipse.compare\compare\org\eclipse\compare\NavigationAction.java,??,0,1,71
plugins\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\DifferencesIterator.java,??,0,1,77
plugins\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\IRangeComparator.java,??,1,0,60
plugins\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\LinkedRangeDifference.java,??,0,1,59
plugins\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\RangeDifference.java,??,0,1,208
plugins\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\RangeDifferencer.java,??,0,1,542
plugins\org.eclipse.compare\compare\org\eclipse\compare\ResourceNode.java,??,0,1,196
plugins\org.eclipse.compare\compare\org\eclipse\compare\Splitter.java,??,0,1,129
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffContainer.java,??,0,1,111
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffElement.java,??,0,1,91
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\Differencer.java,??,0,2,522
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffNode.java,??,0,1,357
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffTreeViewer.java,??,0,5,719
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DocumentRangeNode.java,??,0,1,342
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\ICompareInput.java,??,1,0,142
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\ICompareInputChangeListener.java,??,1,0,38
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IDiffContainer.java,??,1,0,62
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IDiffElement.java,??,1,0,61
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureComparator.java,??,1,0,45
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureCreator.java,??,1,0,110
plugins\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\StructureDiffViewer.java,??,0,1,372
plugins\org.eclipse.compare\compare\org\eclipse\compare\ZipFileStructureCreator.java,??,0,4,314
plugins\org.eclipse.core.boot\src\org\eclipse\core\boot\BootLoader.java,??,0,1,557
plugins\org.eclipse.core.boot\src\org\eclipse\core\boot\IPlatformConfiguration.java,??,4,0,570
plugins\org.eclipse.core.boot\src\org\eclipse\core\boot\IPlatformRunnable.java,??,1,0,43
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ClassloaderStats.java,??,0,1,231
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ClassStats.java,??,0,1,126
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\DelegatingURLClassLoader.java,??,0,3,945
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\InternalBootLoader.java,??,0,1,1076
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformClassLoader.java,??,0,1,114
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformConfiguration.java,??,1,7,2929
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLBaseConnection.java,??,0,1,51
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLConnection.java,??,0,1,459
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLHandler.java,??,0,1,73
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLHandlerFactory.java,??,0,1,89
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLHandlerFactoryProxy.java,??,0,1,37
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\Policy.java,??,0,1,69
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ResourceEnumeration.java,??,0,1,79
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ResourceLoader.java,??,0,1,33
plugins\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\URLContentFilter.java,??,0,1,90
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\AbstractDataTree.java,??,0,1,324
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\AbstractDataTreeNode.java,??,0,1,583
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataDeltaNode.java,??,0,1,121
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTree.java,??,0,1,302
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeLookup.java,??,0,1,75
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeNode.java,??,0,1,344
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeReader.java,??,0,1,134
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DataTreeWriter.java,??,0,1,181
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DeletedNode.java,??,0,1,124
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\DeltaDataTree.java,??,0,1,955
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\IComparator.java,??,1,0,28
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\IDataFlattener.java,??,1,0,39
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\NoDataDeltaNode.java,??,0,1,115
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\NodeComparison.java,??,0,1,127
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\NodeInfo.java,??,0,1,126
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\ObjectNotFoundException.java,??,0,1,31
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\dtree\TestHelper.java,??,0,1,23
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\BuildCommand.java,??,0,1,81
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\BuilderPersistentInfo.java,??,0,1,47
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\BuildManager.java,??,0,3,714
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\DeltaFilter.java,??,0,1,34
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\EventStats.java,??,0,1,353
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ILifecycleListener.java,??,1,0,21
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\InternalBuilder.java,??,0,1,128
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\LifecycleEvent.java,??,0,1,76
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\NodeIDMap.java,??,0,1,274
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\NotificationManager.java,??,0,1,182
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\PathVariableChangeEvent.java,??,0,1,86
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceChangeEvent.java,??,0,1,82
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceChangeListenerList.java,??,0,2,229
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceComparator.java,??,0,1,143
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceDelta.java,??,0,1,524
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceDeltaFactory.java,??,0,1,183
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\events\ResourceDeltaInfo.java,??,0,1,54
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\AbstractObjectPolicy.java,??,0,1,21
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\AbstractPagePolicy.java,??,0,1,24
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\BinarySmallObject.java,??,0,1,105
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Buffer.java,??,0,1,230
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Convert.java,??,0,1,42
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Field.java,??,0,1,200
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\FieldArray.java,??,0,1,80
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\FieldDef.java,??,0,1,31
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Index.java,??,0,1,158
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexAnchor.java,??,0,1,232
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexCursor.java,??,0,1,451
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexedStore.java,??,0,1,446
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexedStoreContext.java,??,0,1,173
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexedStoreException.java,??,0,1,149
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexedStoreObject.java,??,0,1,87
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexedStoreObjectPolicy.java,??,0,1,51
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\IndexNode.java,??,0,1,931
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Insertable.java,??,1,0,19
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Log.java,??,0,1,47
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\LogReader.java,??,0,1,104
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\LogWriter.java,??,0,1,83
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectAddress.java,??,0,1,101
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectHeader.java,??,0,1,53
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectID.java,??,0,1,55
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectPage.java,??,0,1,263
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectStore.java,??,0,1,452
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectStoreException.java,??,0,1,86
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectStorePage.java,??,0,1,33
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ObjectStorePagePolicy.java,??,0,1,26
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Page.java,??,0,1,81
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\PageStore.java,??,0,1,558
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\PageStoreException.java,??,0,1,78
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Pointer.java,??,0,1,92
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Referable.java,??,1,0,30
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Reservation.java,??,0,1,57
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\ReservationTable.java,??,0,1,55
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\SpaceMapPage.java,??,0,1,108
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\StoredObject.java,??,0,1,157
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\StoreException.java,??,0,1,54
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\BlobStore.java,??,0,1,184
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\CollectSyncStatusVisitor.java,??,0,1,71
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\CopyVisitor.java,??,0,1,184
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\CoreFileSystemLibrary.java,??,0,1,187
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\DeleteVisitor.java,??,0,1,131
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\FileSystemResourceManager.java,??,0,1,753
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\FileSystemStore.java,??,0,1,393
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\HistoryStore.java,??,0,3,502
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\HistoryStoreEntry.java,??,0,1,177
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\IHistoryStoreVisitor.java,??,1,0,22
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\ILocalStoreConstants.java,??,1,0,31
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\IsSynchronizedVisitor.java,??,0,2,38
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\IUnifiedTreeVisitor.java,??,1,0,20
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\RefreshLocalAliasVisitor.java,??,0,1,75
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\RefreshLocalVisitor.java,??,0,1,301
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\SafeChunkyInputStream.java,??,0,1,180
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\SafeChunkyOutputStream.java,??,0,1,69
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\SafeFileInputStream.java,??,0,1,44
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\SafeFileOutputStream.java,??,0,1,127
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\TestingSupport.java,??,0,1,36
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\UnifiedTree.java,??,0,1,384
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\localstore\UnifiedTreeNode.java,??,0,1,111
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\IndexedStoreWrapper.java,??,0,1,227
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\IVisitor.java,??,1,0,48
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\PropertyManager.java,??,0,1,194
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\PropertyStore.java,??,0,1,451
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\QueryResults.java,??,0,1,59
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\ResourceName.java,??,0,1,49
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\StoredProperty.java,??,0,1,29
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\StoreKey.java,??,0,1,160
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\properties\TestingSupport.java,??,0,1,37
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\AliasManager.java,??,1,4,590
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\ComputeProjectOrder.java,??,0,3,548
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\Container.java,??,0,1,234
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\DelayedSnapshotRunnable.java,??,0,1,74
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\File.java,??,0,1,321
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\FileState.java,??,0,1,78
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\Folder.java,??,0,1,171
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\ICoreConstants.java,??,1,0,81
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\IManager.java,??,1,0,19
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\IMarkerSetElement.java,??,1,0,15
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\IModelObjectConstants.java,??,1,0,41
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\LinkDescription.java,??,0,1,71
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\LocalMetaArea.java,??,0,1,314
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\Marker.java,??,0,1,292
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerAttributeMap.java,??,0,1,269
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerDelta.java,??,0,1,207
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerInfo.java,??,0,1,124
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerManager.java,??,0,1,520
plugins\org.eclipse.core.resources\src\org\eclipse\core\internal\resources\MarkerReader.java,??,0,1,52
