fileName,numOfClass,numOfInterface,loc,anonymousClassesQty,numOfStaticMethod,numOfStaticField,numOfMethod,numOfField,methodTotalLoc,methodMaxLoc,methodAverageLoc,totalNestedBlockDepth,maxNestedBlockDepth,averageNestedBlockDepth,totalParameters,maxParameters,averageParameters,totalMcCabe,maxMcCabe,averageMcCabe,totalFanOut,maxFanOut,averageFanOut
org.eclipse.jdt.internal.core.util.KeyToSignature,1,0,266,0,0,4,26,13,237,38,9.12,15,2,0.58,24,3,0.92,60,11,2.31,81,14,3.12
org.eclipse.jdt.internal.core.JarEntryDirectory,1,0,40,0,0,0,7,1,32,14,4.57,2,2,0.29,3,1,0.43,9,3,1.29,4,3,0.57
org.eclipse.jdt.core.jdom.IDOMImport,0,1,8,0,0,0,5,0,5,1,1.0,-5,-1,-1.0,2,1,0.4,5,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.IDocumentElementRequestor,0,1,133,0,0,0,17,0,17,1,1.0,-17,-1,-1.0,114,24,6.71,17,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.util.HashtableOfPackage,1,0,88,0,0,0,8,4,67,15,8.38,6,2,0.75,5,2,0.63,26,6,3.25,9,3,1.13
org.eclipse.jdt.internal.codeassist.complete.CompletionScanner,1,0,758,0,0,1,9,7,682,601,75.78,20,9,2.22,2,1,0.22,269,242,29.89,34,24,3.78
org.eclipse.jdt.internal.compiler.impl.IrritantSet,1,0,177,0,0,27,12,28,66,12,5.5,6,2,0.5,9,1,0.75,28,6,2.33,3,1,0.25
org.eclipse.jdt.internal.compiler.util.SimpleLookupTable,1,0,132,0,0,0,12,4,115,17,9.58,8,2,0.67,9,2,0.75,46,8,3.83,19,3,1.58
org.eclipse.jdt.core.util.IExceptionAttribute,0,1,6,0,0,0,3,0,3,1,1.0,-3,-1,-1.0,0,0,0.0,3,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.codegen.CharArrayCache,1,0,124,0,0,0,12,4,108,15,9.0,15,2,1.25,9,2,0.75,37,5,3.08,18,5,1.5
org.eclipse.jdt.internal.core.hierarchy.ChangeCollector,1,0,362,0,0,0,16,2,345,37,21.56,23,3,1.44,25,3,1.56,108,19,6.75,114,12,7.13
org.eclipse.jdt.core.dom.NullLiteral,1,0,41,0,1,1,9,1,30,5,3.33,0,0,0.0,7,2,0.78,9,1,1.0,8,3,0.89
org.eclipse.jdt.internal.compiler.classfmt.MethodInfoWithParameterAnnotations,1,0,40,0,0,0,5,1,33,12,6.6,4,2,0.8,5,3,1.0,17,5,3.4,8,4,1.6
org.eclipse.jdt.internal.compiler.Compiler,1,0,569,1,0,2,24,18,451,102,18.79,29,5,1.21,64,7,2.67,114,19,4.75,112,22,4.67
org.eclipse.jdt.internal.core.DocumentAdapter,1,0,19,0,0,0,3,1,12,4,4.0,0,0,0.0,5,3,1.67,3,1,1.0,5,2,1.67
org.eclipse.jdt.internal.compiler.parser.RecoveredMethod,1,0,514,0,0,0,22,13,453,99,20.59,40,7,1.82,36,4,1.64,143,30,6.5,62,11,2.82
org.eclipse.jdt.internal.compiler.codegen.StackMapFrameCodeStream,1,0,441,0,0,0,40,6,338,41,8.45,32,7,0.8,35,3,0.88,98,11,2.45,110,25,2.75
org.eclipse.jdt.core.search.LocalVariableDeclarationMatch,1,0,8,0,0,0,1,0,3,3,3.0,0,0,0.0,6,6,6.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.util.HashtableOfArrayToObject,1,0,164,0,0,0,14,4,144,20,10.29,14,2,1.0,12,2,0.86,48,6,3.43,24,4,1.71
org.eclipse.jdt.core.dom.FieldDeclaration,1,0,166,0,1,7,18,9,127,21,7.06,13,3,0.72,15,3,0.83,37,5,2.06,46,15,2.56
org.eclipse.jdt.internal.core.ModelUpdater,1,0,135,0,1,0,8,1,130,40,16.25,11,2,1.38,10,3,1.25,37,14,4.63,44,12,5.5
org.eclipse.jdt.core.dom.PrimitiveType,1,0,109,0,2,12,13,13,57,12,4.38,3,2,0.23,12,3,0.92,16,3,1.23,16,5,1.23
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodReturnType,1,0,18,0,0,0,3,0,12,6,4.0,0,0,0.0,4,2,1.33,3,1,1.0,1,1,0.33
org.eclipse.jdt.core.dom.TypeParameter,1,0,105,0,1,3,15,5,82,12,5.47,8,3,0.53,12,3,0.8,23,3,1.53,32,9,2.13
org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference,1,0,38,0,0,0,3,2,33,19,11.0,3,2,1.0,7,4,2.33,9,6,3.0,10,7,3.33
org.eclipse.jdt.core.util.ILocalVariableTypeTableEntry,0,1,10,0,0,0,7,0,7,1,1.0,-7,-1,-1.0,0,0,0.0,7,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser,1,0,1799,0,1,17,28,45,1530,192,54.64,68,7,2.43,81,8,2.89,436,63,15.57,162,28,5.79
org.eclipse.jdt.core.dom.Message,1,0,44,0,0,0,6,3,39,16,6.5,2,1,0.33,5,3,0.83,11,4,1.83,1,1,0.17
org.eclipse.jdt.internal.core.ClassFile,1,0,579,1,4,0,54,2,557,46,10.31,46,4,0.85,62,4,1.15,149,13,2.76,184,12,3.41
org.eclipse.jdt.internal.compiler.lookup.UnresolvedReferenceBinding,1,0,62,0,0,0,6,2,52,20,8.67,4,3,0.67,8,2,1.33,19,8,3.17,12,6,2.0
org.eclipse.jdt.internal.compiler.parser.RecoveredAnnotation,1,0,176,0,0,3,13,10,152,85,11.69,9,4,0.69,17,5,1.31,40,18,3.08,13,6,1.0
org.eclipse.jdt.internal.compiler.ReadManager,1,0,159,0,0,3,4,13,139,54,34.75,12,5,3.0,3,2,0.75,38,18,9.5,18,8,4.5
org.eclipse.jdt.internal.compiler.ast.Statement,1,0,99,0,0,3,12,3,86,45,7.17,2,3,0.17,25,4,2.08,29,12,2.42,24,11,2.0
org.eclipse.jdt.internal.compiler.lookup.TagBits,0,1,69,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.core.dom.ArrayCreation,1,0,126,0,1,4,16,7,99,21,6.19,8,3,0.5,13,3,0.81,27,5,1.69,41,12,2.56
org.eclipse.jdt.internal.compiler.ast.OperatorExpression,1,0,508,0,20,1,25,1,520,123,20.8,2,3,0.08,5,2,0.2,54,24,2.16,36,18,1.44
org.eclipse.jdt.internal.compiler.parser.RecoveredType,1,0,629,0,0,1,26,21,561,156,21.58,39,5,1.5,35,4,1.35,182,55,7.0,58,18,2.23
org.eclipse.jdt.internal.core.search.indexing.SaveIndex,1,0,35,0,0,0,3,0,28,22,9.33,2,2,0.67,3,2,1.0,10,8,3.33,7,7,2.33
org.eclipse.jdt.internal.core.util.ResourceCompilationUnit,1,0,22,0,0,0,2,1,13,9,6.5,1,1,0.5,2,2,1.0,5,3,2.5,4,3,2.0
org.eclipse.jdt.core.ITypeHierarchy,0,1,29,0,0,0,24,0,24,1,1.0,-24,-1,-1.0,18,2,0.75,24,1,1.0,0,0,0.0
org.eclipse.jdt.core.search.SearchMatch,1,0,137,0,0,3,25,13,112,28,4.48,3,2,0.12,16,6,0.64,35,9,1.4,8,6,0.32
org.eclipse.jdt.internal.core.BatchInitializationMonitor,1,0,62,0,0,0,10,3,47,7,4.7,1,1,0.1,7,2,0.7,18,2,1.8,17,2,1.7
org.eclipse.jdt.internal.core.builder.SourceFile,1,0,83,0,0,0,11,4,68,22,6.18,2,1,0.18,6,3,0.55,16,3,1.45,26,7,2.36
org.eclipse.jdt.internal.codeassist.select.SelectionOnPackageReference,1,0,16,0,0,0,2,0,11,8,5.5,1,1,0.5,5,3,2.5,4,3,2.0,4,4,2.0
org.eclipse.jdt.internal.compiler.ClassFile,1,0,7503,2,2,3,70,23,7208,1140,102.97,136,7,1.94,122,7,1.74,1718,337,24.54,547,30,7.81
org.eclipse.jdt.internal.core.NullBuffer,1,0,8,0,0,0,1,0,3,3,3.0,0,0,0.0,3,3,3.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.env.IDependent,0,1,5,0,0,0,1,1,1,1,1.0,-1,-1,-1.0,0,0,0.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.core.util.ISignatureAttribute,0,1,5,0,0,0,2,0,2,1,1.0,-2,-1,-1.0,0,0,0.0,2,1,1.0,0,0,0.0
org.eclipse.jdt.internal.eval.CodeSnippetSingleNameReference,1,0,510,0,0,0,11,2,495,134,45.0,28,5,2.55,32,7,2.91,152,40,13.82,129,32,11.73
org.eclipse.jdt.internal.compiler.ast.NormalAnnotation,1,0,50,0,0,0,5,1,41,14,8.2,5,3,1.0,6,2,1.2,16,5,3.2,7,4,1.4
org.eclipse.jdt.internal.compiler.ast.BranchStatement,1,0,44,0,0,0,3,4,35,28,11.67,4,4,1.33,6,3,2.0,10,8,3.33,6,6,2.0
org.eclipse.jdt.internal.core.ResolvedBinaryMethod,1,0,27,0,0,0,5,1,23,8,4.6,1,1,0.2,8,4,1.6,6,2,1.2,2,2,0.4
org.eclipse.jdt.internal.core.CompilationUnitElementInfo,1,0,16,0,0,0,3,3,9,3,3.0,0,0,0.0,1,1,0.33,3,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.ImportDeclaration,1,0,62,0,0,0,12,2,54,8,4.5,2,1,0.17,10,4,0.83,18,3,1.5,17,6,1.42
org.eclipse.jdt.internal.core.util.RecordedParsingInformation,1,0,21,0,0,0,2,4,12,6,6.0,1,1,0.5,4,3,2.0,4,2,2.0,0,0,0.0
org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser,1,0,732,0,1,0,66,4,681,73,10.32,100,7,1.52,20,2,0.3,280,30,4.24,147,10,2.23
org.eclipse.jdt.internal.core.builder.AdditionalTypeCollection,1,0,8,0,0,0,1,1,4,4,4.0,0,0,0.0,4,4,4.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.search.JavaSearchParticipant,1,0,52,0,0,0,7,1,37,10,5.29,2,1,0.29,10,5,1.43,12,3,1.71,15,6,2.14
org.eclipse.jdt.internal.formatter.comment.CommentFormatterUtil,1,0,66,1,4,0,4,0,57,30,14.25,8,4,2.0,11,5,2.75,14,5,3.5,14,6,3.5
org.eclipse.jdt.internal.formatter.comment.MultiCommentRegion,1,0,120,0,0,0,11,4,96,34,8.73,9,4,0.82,19,5,1.73,68,34,6.18,37,15,3.36
org.eclipse.jdt.internal.formatter.align.AlignmentException,1,0,33,0,0,3,3,6,21,13,7.0,0,0,0.0,5,3,1.67,5,3,1.67,3,3,1.0
org.eclipse.jdt.core.dom.ExpressionStatement,1,0,84,0,1,2,12,3,68,12,5.67,7,3,0.58,11,3,0.92,19,3,1.58,24,7,2.0
org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding,1,0,1399,0,0,4,53,14,1222,140,23.06,102,8,1.92,40,3,0.75,490,60,9.25,269,24,5.08
org.eclipse.jdt.internal.core.CreateMethodOperation,1,0,83,0,0,0,8,1,57,19,7.13,5,3,0.63,7,3,0.88,17,6,2.13,27,9,3.38
org.eclipse.jdt.internal.core.search.JavaSearchTypeNameMatch,1,0,42,0,0,0,8,2,35,11,4.38,2,2,0.25,5,2,0.63,13,4,1.63,5,3,0.63
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMessageSend,1,0,42,0,0,0,2,0,33,22,16.5,3,2,1.5,3,2,1.5,14,7,7.0,11,6,5.5
org.eclipse.jdt.internal.compiler.ast.MagicLiteral,1,0,12,0,0,0,3,0,9,3,3.0,0,0,0.0,2,2,0.67,3,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.problem.AbortType,1,0,9,0,0,1,1,1,3,3,3.0,0,0,0.0,2,2,2.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.core.formatter.CodeFormatter,1,0,20,0,0,9,3,9,5,3,1.67,-2,0,-0.67,12,6,4.0,3,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.lookup.ImportBinding,1,0,30,0,0,0,5,4,19,6,3.8,0,0,0.0,4,4,0.8,6,2,1.2,5,3,1.0
org.eclipse.jdt.internal.core.index.DiskIndex,1,0,1099,0,0,10,33,26,1000,99,30.3,74,5,2.24,60,4,1.82,302,27,9.15,145,18,4.39
org.eclipse.jdt.internal.eval.EvaluationContext,1,0,440,5,1,2,21,16,286,52,13.62,17,4,0.81,51,11,2.43,55,10,2.62,41,9,1.95
org.eclipse.jdt.internal.core.jdom.SiblingEnumeration,1,0,19,0,0,0,3,1,13,7,4.33,1,1,0.33,1,1,0.33,4,2,1.33,1,1,0.33
org.eclipse.jdt.internal.compiler.codegen.StackMapFrame,1,0,352,0,0,8,16,16,333,143,20.81,24,5,1.5,17,2,1.06,98,39,6.13,25,5,1.56
org.eclipse.jdt.core.dom.ChildListPropertyDescriptor,1,0,19,0,0,0,3,2,14,8,4.67,1,1,0.33,4,4,1.33,4,2,1.33,0,0,0.0
org.eclipse.jdt.internal.core.jdom.DOMNode,1,0,468,0,0,12,54,24,453,37,8.39,34,4,0.63,33,4,0.61,125,10,2.31,113,12,2.09
org.eclipse.jdt.core.ToolFactory,1,0,182,0,13,2,13,2,163,39,12.54,16,5,1.23,26,5,2.0,42,8,3.23,35,13,2.69
org.eclipse.jdt.internal.codeassist.impl.AssistImportContainer,1,0,20,0,0,0,3,1,10,4,3.33,0,0,0.0,5,2,1.67,3,1,1.0,1,1,0.33
org.eclipse.jdt.internal.compiler.env.IBinaryMethod,0,1,12,0,0,0,9,0,9,1,1.0,-9,-1,-1.0,1,1,0.11,9,1,1.0,0,0,0.0
org.eclipse.jdt.core.dom.ReturnStatement,1,0,73,0,1,2,12,3,56,12,4.67,3,2,0.25,11,3,0.92,16,3,1.33,22,7,1.83
org.eclipse.jdt.core.dom.Name,1,0,27,0,0,1,6,2,23,10,3.83,0,1,0.0,2,1,0.33,7,2,1.17,5,3,0.83
org.eclipse.jdt.internal.codeassist.SelectionEngine,1,0,1330,3,0,2,19,23,991,140,52.16,46,9,2.42,50,11,2.63,258,47,13.58,164,36,8.63
org.eclipse.jdt.core.search.IJavaSearchConstants,0,1,52,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.internal.core.builder.MissingSourceFileException,1,0,8,0,0,1,1,2,3,3,3.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0
org.eclipse.jdt.core.formatter.IndentManipulation,1,0,227,0,12,0,13,0,222,41,17.08,18,3,1.38,34,6,2.62,68,12,5.23,45,11,3.46
org.eclipse.jdt.internal.compiler.ast.Clinit,1,0,251,0,0,0,12,2,204,118,17.0,13,5,1.08,18,3,1.5,54,28,4.5,54,30,4.5
org.eclipse.jdt.internal.core.util.RuntimeInvisibleAnnotationsAttribute,1,0,38,0,0,1,3,3,23,17,7.67,2,2,0.67,3,3,1.0,5,3,1.67,2,2,0.67
org.eclipse.jdt.internal.eval.VariablesEvaluator,1,0,216,0,0,0,7,0,208,87,29.71,9,3,1.29,10,5,1.43,40,16,5.71,31,13,4.43
org.eclipse.jdt.internal.core.hierarchy.RegionBasedTypeHierarchy,1,0,117,1,0,0,9,1,106,29,11.78,9,3,1.0,10,4,1.11,28,8,3.11,28,6,3.11
org.eclipse.jdt.core.CompletionRequestorAdapter,1,0,129,0,0,0,14,0,28,2,2.0,0,0,0.0,98,13,7.0,14,1,1.0,0,0,0.0
org.eclipse.jdt.core.util.IConstantValueAttribute,0,1,5,0,0,0,2,0,2,1,1.0,-2,-1,-1.0,0,0,0.0,2,1,1.0,0,0,0.0
org.eclipse.jdt.core.ILocalVariable,0,1,6,0,0,0,3,0,3,1,1.0,-3,-1,-1.0,0,0,0.0,3,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.lookup.RawTypeBinding,1,0,122,0,0,0,11,0,119,31,10.82,9,4,0.82,7,3,0.64,39,8,3.55,53,12,4.82
org.eclipse.jdt.core.util.IInnerClassesAttribute,0,1,5,0,0,0,2,0,2,1,1.0,-2,-1,-1.0,0,0,0.0,2,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.util.ClassFileReader,1,0,299,0,0,3,23,23,272,205,11.83,6,6,0.26,5,3,0.22,71,49,3.09,13,9,0.57
org.eclipse.jdt.core.dom.MemberValuePairBinding,1,0,164,0,2,3,19,6,148,43,7.79,7,2,0.37,7,2,0.37,56,18,2.95,46,15,2.42
org.eclipse.jdt.internal.core.util.ConstantPool,1,0,81,0,0,0,5,3,72,57,14.4,0,0,0.0,5,2,1.0,16,12,3.2,35,32,7.0
org.eclipse.jdt.internal.compiler.batch.CompilationUnit,1,0,64,0,0,0,7,5,49,24,7.0,2,1,0.29,7,4,1.0,14,6,2.0,6,5,0.86
org.eclipse.jdt.core.dom.SuperMethodInvocation,1,0,164,0,1,6,19,10,127,21,6.68,13,3,0.68,13,3,0.68,38,5,2.0,46,13,2.42
org.eclipse.jdt.internal.codeassist.UnresolvedReferenceNameFinder,1,0,448,0,0,2,36,12,344,42,9.56,32,6,0.89,91,8,2.53,112,13,3.11,81,9,2.25
org.eclipse.jdt.internal.core.DefaultWorkingCopyOwner,1,0,17,0,0,1,3,2,9,4,3.0,0,0,0.0,1,1,0.33,4,2,1.33,1,1,0.33
org.eclipse.jdt.internal.core.jdom.CompilationUnit,1,0,34,0,0,0,6,3,25,10,4.17,0,0,0.0,2,2,0.33,9,4,1.5,4,4,0.67
org.eclipse.jdt.internal.core.index.EntryResult,1,0,62,0,0,0,6,3,47,23,7.83,3,2,0.5,5,2,0.83,18,10,3.0,6,4,1.0
org.eclipse.jdt.core.util.IParameterAnnotation,0,1,5,0,0,0,2,0,2,1,1.0,-2,-1,-1.0,0,0,0.0,2,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.dom.rewrite.LineInformation,1,0,36,2,2,0,4,0,34,21,8.5,-2,0,-0.5,4,1,1.0,4,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.ProcessTaskManager,1,0,138,0,0,1,5,8,118,40,23.6,15,5,3.0,2,1,0.4,30,12,6.0,19,10,3.8
org.eclipse.jdt.internal.codeassist.complete.CompletionOnAnnotationOfType,1,0,19,0,0,0,2,2,10,7,5.0,0,0,0.0,5,3,2.5,2,1,1.0,1,1,0.5
org.eclipse.jdt.core.IJarEntryResource,0,1,10,0,0,0,5,0,5,1,1.0,-5,-1,-1.0,0,0,0.0,5,1,1.0,0,0,0.0
org.eclipse.jdt.internal.core.CopyElementsOperation,1,0,150,0,0,0,10,1,130,40,13.0,11,3,1.1,13,3,1.3,43,11,4.3,50,14,5.0
org.eclipse.jdt.internal.compiler.codegen.FloatCache,1,0,95,0,0,0,7,3,87,27,12.43,10,3,1.43,6,2,0.86,33,11,4.71,8,4,1.14
org.eclipse.jdt.core.util.IEnclosingMethodAttribute,0,1,10,0,0,0,7,0,7,1,1.0,-7,-1,-1.0,0,0,0.0,7,1,1.0,0,0,0.0
org.eclipse.jdt.core.compiler.ITerminalSymbols,0,1,117,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.internal.core.JavadocContents,1,0,348,0,0,1,12,27,311,66,25.92,21,4,1.75,12,3,1.0,84,18,7.0,66,34,5.5
org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedSingleTypeReference,1,0,33,0,0,0,4,0,25,14,6.25,1,1,0.25,8,3,2.0,5,2,1.25,6,4,1.5
org.eclipse.jdt.internal.core.util.ConstantPoolEntry,1,0,193,0,0,0,44,20,169,22,3.84,0,0,0.0,20,1,0.45,44,1,1.0,0,0,0.0
org.eclipse.jdt.internal.compiler.parser.TerminalTokens,0,1,117,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.internal.core.search.indexing.SourceIndexerRequestor,1,0,295,0,0,0,36,5,266,30,7.39,17,2,0.47,55,5,1.53,84,9,2.33,63,10,1.75
org.eclipse.jdt.core.dom.CompilationUnit,1,0,354,0,1,6,40,17,318,38,7.95,24,3,0.6,31,3,0.78,103,12,2.58,68,10,1.7
org.eclipse.jdt.internal.compiler.ast.Javadoc,1,0,689,0,0,0,14,8,681,87,48.64,57,12,4.07,29,6,2.07,274,41,19.57,107,25,7.64
org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference,1,0,88,0,0,4,9,6,74,46,8.22,3,3,0.33,14,5,1.56,17,9,1.89,6,4,0.67
org.eclipse.jdt.internal.compiler.lookup.FieldBinding,1,0,258,0,0,0,28,1,245,68,8.75,14,5,0.5,17,5,0.61,83,31,2.96,41,15,1.46
org.eclipse.jdt.internal.core.search.matching.ClasspathSourceDirectory,1,0,90,0,0,0,11,5,73,31,6.64,8,6,0.73,9,3,0.82,25,9,2.27,24,12,2.18
org.eclipse.jdt.internal.core.search.matching.SuperTypeReferencePattern,1,0,239,0,1,4,10,15,196,83,19.6,5,3,0.5,22,8,2.2,58,22,5.8,20,7,2.0
org.eclipse.jdt.internal.compiler.ast.MemberValuePair,1,0,196,0,0,0,4,4,189,167,47.25,11,8,2.75,10,4,2.5,64,58,16.0,29,23,7.25
org.eclipse.jdt.internal.compiler.flow.FlowContext,1,0,462,0,0,2,29,6,382,90,13.17,31,7,1.07,33,5,1.14,138,33,4.76,60,15,2.07
org.eclipse.jdt.core.dom.SimpleName,1,0,136,0,1,3,15,4,119,36,7.93,6,2,0.4,13,3,0.87,32,11,2.13,27,6,1.8
org.eclipse.jdt.core.jdom.IDOMField,0,1,9,0,0,0,6,0,6,1,1.0,-6,-1,-1.0,3,1,0.5,6,1,1.0,0,0,0.0
org.eclipse.jdt.core.dom.DocCommentParser,1,0,606,0,0,0,19,2,617,229,32.47,28,4,1.47,26,6,1.37,173,103,9.11,117,15,6.16
org.eclipse.jdt.core.search.SearchPattern,1,0,1185,0,18,11,32,15,1017,317,31.78,28,5,0.88,77,7,2.41,353,106,11.03,126,31,3.94
org.eclipse.jdt.internal.core.search.matching.PackageReferencePattern,1,0,56,0,0,1,10,4,45,13,4.5,1,1,0.1,6,2,0.6,16,4,1.6,5,3,0.5
org.eclipse.jdt.internal.codeassist.CompletionElementNotifier,1,0,175,0,0,0,11,1,145,40,13.18,11,4,1.0,25,6,2.27,53,12,4.82,23,4,2.09
org.eclipse.jdt.internal.compiler.util.HashSetOfInt,1,0,96,0,0,0,9,3,82,18,9.11,7,2,0.78,4,1,0.44,25,5,2.78,8,3,0.89
org.eclipse.jdt.internal.core.UserLibraryManager,1,0,140,0,0,1,7,2,126,45,18.0,11,5,1.57,7,3,1.0,28,12,4.0,45,17,6.43
org.eclipse.jdt.core.util.IModifierConstants,0,1,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
